Ereignisdatum,Meldungsdatum,Freigabedatum,Kanton,Tierart,Seuchenname,Serotyp,Season
22.08.25,12.09.25,12.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
22.08.25,28.10.25,28.10.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,26.08.25,26.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,28.08.25,28.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
23.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
24.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
24.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
24.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
24.08.25,27.08.25,27.08.25,AR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
24.08.25,02.09.25,02.09.25,GL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
24.08.25,03.09.25,03.09.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,VD,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,25.08.25,25.08.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,26.08.25,26.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,26.08.25,26.08.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,29.08.25,29.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,29.08.25,29.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,02.09.25,02.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,03.09.25,03.09.25,ZG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,12.09.25,12.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,12.09.25,12.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
25.08.25,27.10.25,27.10.25,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,26.08.25,26.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,26.08.25,26.08.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,27.08.25,27.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,28.08.25,28.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,28.08.25,28.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,29.08.25,29.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,29.08.25,29.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,29.08.25,29.08.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,01.09.25,01.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
26.08.25,01.09.25,01.09.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
26.08.25,01.09.25,01.09.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,03.09.25,03.09.25,FR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,04.09.25,04.09.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,04.09.25,04.09.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,04.09.25,04.09.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
26.08.25,28.10.25,28.10.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,ZH,Ziege,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,AR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,AR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,27.08.25,27.08.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,28.08.25,28.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,29.08.25,29.08.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,29.08.25,29.08.25,AI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,29.08.25,29.08.25,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,29.08.25,29.08.25,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,01.09.25,01.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
27.08.25,01.09.25,01.09.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
27.08.25,01.09.25,01.09.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
27.08.25,01.09.25,01.09.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,01.09.25,01.09.25,VD,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,02.09.25,02.09.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,UR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,04.09.25,04.09.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
27.08.25,12.09.25,12.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,28.08.25,28.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,29.08.25,29.08.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,01.09.25,01.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,01.09.25,01.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,01.09.25,01.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,01.09.25,01.09.25,TI,Ziege,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
28.08.25,02.09.25,02.09.25,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,02.09.25,02.09.25,AI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,ZG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,08.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,04.09.25,04.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,04.09.25,04.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,04.09.25,04.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,09.09.25,09.09.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
28.08.25,12.09.25,12.09.25,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
28.08.25,18.12.25,18.12.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,01.09.25,01.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,01.09.25,01.09.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,02.09.25,02.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,ZG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,03.09.25,03.09.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
29.08.25,04.09.25,04.09.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
