year,canton,diseasesGroup,diseases,species,count
2012,OW,Diseases to be controlled,European foulbrood of bees,Bees,3
2012,FR,Diseases to be monitored,Echinococcosis,Dog,1
2012,SH,Diseases to be controlled,Paratuberculosis,Cattle,1
2012,BE,Diseases to be monitored,Toxoplasmosis,Goat,1
2012,BE,Diseases to be monitored,Listeriosis,Cattle,1
2012,NE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2012,LU,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2012,OW,Diseases to be controlled,American foulbrood of bees,Bees,1
2012,VD,Diseases to be controlled,Salmonellosis,Other wild animal,1
2012,BS,Diseases to be monitored,Tularemia,Monkey,1
2012,BE,Diseases to be monitored,Trichinellosis,Lynx,2
2012,AG,Diseases to be monitored,Proliferative kidney disease of fish,Fish,1
2012,ZH,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,3
2012,SZ,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2012,VD,Diseases to be monitored,Campylobacteriosis,Cat,1
2012,BL,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2012,GL,Diseases to be controlled,European foulbrood of bees,Bees,14
2012,TI,Eradicable diseases,Viral hemorrhagic septicemia,Fish,1
2012,VD,Diseases to be controlled,Salmonellosis,Cattle,3
2012,GR,Diseases to be monitored,Campylobacteriosis,Dog,2
2012,BE,Diseases to be monitored,Proliferative kidney disease of fish,Fish,1
2012,OW,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2012,FR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,16
2012,AI,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2012,GL,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2012,SO,Diseases to be monitored,Neosporosis,Cattle,2
2012,SZ,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2012,UR,Diseases to be controlled,European foulbrood of bees,Bees,2
2012,NE,Diseases to be monitored,Campylobacteriosis,Dog,1
2012,BL,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2012,AG,Diseases to be controlled,Avian chlamydiosis,Budgerigar,1
2012,GL,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,2
2012,ZH,Diseases to be controlled,Salmonellosis,Other domestic bird,1
2012,SZ,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,3
2012,ZH,Diseases to be monitored,Listeriosis,Sheep,1
2012,JU,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2012,SG,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,1
2012,FL,Diseases to be controlled,European foulbrood of bees,Bees,2
2012,VD,Diseases to be controlled,Salmonellosis,Cat,1
2012,JU,Diseases to be controlled,Actinobacillosis of pigs,Pig,1
2012,JU,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,1
2012,FR,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,2
2012,AG,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2012,VD,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2012,GL,Diseases to be controlled,Caprine arthritis encephalitis,Goat,3
2012,LU,Diseases to be monitored,Maedi-Visna,Goat,1
2012,ZH,Diseases to be monitored,Q fever (Coxiellosis),Goat,2
2012,SH,Diseases to be controlled,Salmonellosis,Horse,1
2012,BE,Diseases to be monitored,Tularemia,Hare,4
2012,AG,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2012,VS,Diseases to be monitored,Listeriosis,Sheep,1
2012,JU,Diseases to be monitored,Q fever (Coxiellosis),Cattle,9
2012,ZH,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2012,FR,Diseases to be monitored,Neosporosis,Cattle,5
2012,ZH,Diseases to be controlled,Salmonella infection of poultry,Chicken,2
2012,SG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2012,TI,Diseases to be monitored,Listeriosis,Sheep,1
2012,VD,Diseases to be controlled,Salmonellosis,Sheep,1
2012,AR,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2012,SG,Diseases to be monitored,Neosporosis,Cattle,4
2012,FR,Diseases to be monitored,Listeriosis,Cattle,1
2012,ZH,Diseases to be controlled,Salmonellosis,Cattle,1
2012,NW,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,2
2012,GR,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Goat,1
2012,SZ,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2012,GR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,3
2012,VS,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2012,VS,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2012,SG,Diseases to be controlled,Paratuberculosis,Cattle,2
2012,SH,Diseases to be controlled,Avian chlamydiosis,Budgerigar,1
2012,GE,Diseases to be controlled,European foulbrood of bees,Bees,2
2012,SG,Diseases to be controlled,Salmonellosis,Cat,1
2012,BE,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2012,GE,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2012,LU,Diseases to be controlled,Avian chlamydiosis,Budgerigar,1
2012,OW,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2012,BL,Diseases to be controlled,Avian chlamydiosis,Parrot,1
2012,VD,Diseases to be controlled,Salmonellosis,Snake,2
2012,SH,Diseases to be controlled,Hypodermosis,Cattle,1
2012,VD,Diseases to be controlled,Actinobacillosis of pigs,Pig,2
2012,AG,Diseases to be monitored,Maedi-Visna,Sheep,1
2012,ZH,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,7
2012,BE,Diseases to be monitored,Cryptosporidiosis,Cattle,6
2012,LU,Diseases to be controlled,Caprine arthritis encephalitis,Goat,3
2012,FR,Diseases to be controlled,American foulbrood of bees,Bees,1
2012,SO,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2012,TG,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2012,VD,Diseases to be controlled,Salmonellosis,Lizard,1
2012,VD,Diseases to be controlled,Avian chlamydiosis,Budgerigar,1
2012,SO,Diseases to be monitored,Cryptosporidiosis,Cattle,3
2012,ZH,Diseases to be controlled,Leptospirosis,Cattle,1
2012,TG,Diseases to be controlled,Paratuberculosis,Cattle,1
2012,SO,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2012,SG,Diseases to be controlled,European foulbrood of bees,Bees,36
2012,SO,Diseases to be monitored,Campylobacteriosis,Dog,4
2012,FR,Diseases to be controlled,Salmonellosis,Cat,1
2012,VS,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2012,AG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2012,SO,Diseases to be controlled,Salmonellosis,Cattle,1
2012,SH,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,3
2012,JU,Diseases to be monitored,Cryptosporidiosis,Cattle,1
2012,ZH,Diseases to be controlled,Caprine arthritis encephalitis,Goat,3
2012,VS,Diseases to be controlled,Salmonellosis,Dog,1
2012,LU,Diseases to be controlled,European foulbrood of bees,Bees,54
2012,AR,Diseases to be controlled,Paratuberculosis,Cattle,2
2012,VS,Diseases to be controlled,Caprine arthritis encephalitis,Goat,7
2012,AR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2012,TI,Diseases to be monitored,Enzootic abortion of ewes,Goat,3
2012,VD,Diseases to be controlled,American foulbrood of bees,Bees,2
2012,AI,Diseases to be controlled,European foulbrood of bees,Bees,1
2012,NW,Diseases to be controlled,Salmonellosis,Cattle,1
2012,ZH,Diseases to be controlled,American foulbrood of bees,Bees,2
2012,FR,Diseases to be controlled,Paratuberculosis,Cattle,3
2012,VD,Diseases to be monitored,Campylobacteriosis,Dog,3
2012,UR,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2012,BE,Diseases to be controlled,American foulbrood of bees,Bees,7
2012,FR,Diseases to be controlled,Actinobacillosis of pigs,Pig,9
2012,JU,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,8
2012,ZH,Diseases to be controlled,Actinobacillosis of pigs,Pig,1
2012,VS,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,1
2012,VD,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2012,TG,Diseases to be controlled,American foulbrood of bees,Bees,4
2012,LU,Diseases to be controlled,Paratuberculosis,Cattle,1
2012,GR,Diseases to be monitored,Neosporosis,Cattle,1
2012,VD,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,13
2012,ZH,Eradicable diseases,Viral hemorrhagic septicemia,Fish,1
2012,BE,Diseases to be controlled,Salmonellosis,Cattle,2
2012,AG,Diseases to be controlled,European foulbrood of bees,Bees,32
2012,VD,Diseases to be controlled,Salmonellosis,Dog,2
2012,UR,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2012,GR,Diseases to be monitored,Listeriosis,Sheep,1
2012,TI,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2012,ZH,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2012,TI,Diseases to be monitored,Q fever (Coxiellosis),Goat,3
2012,VD,Diseases to be monitored,Proliferative kidney disease of fish,Fish,11
2012,LU,Diseases to be monitored,Q fever (Coxiellosis),Cattle,3
2012,VS,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2012,TI,Diseases to be monitored,Maedi-Visna,Goat,18
2012,BS,Diseases to be controlled,American foulbrood of bees,Bees,1
2012,BE,Diseases to be monitored,Campylobacteriosis,Dog,2
2012,LU,Diseases to be monitored,Neosporosis,Cattle,23
2012,SG,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2012,VD,Diseases to be monitored,Neosporosis,Cattle,2
2012,FR,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,2
2012,VS,Diseases to be controlled,American foulbrood of bees,Bees,1
2012,NE,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,4
2012,FR,Diseases to be monitored,Tularemia,Hare,1
2012,VD,Diseases to be monitored,Cryptosporidiosis,Cattle,12
2012,FR,Diseases to be controlled,Salmonella infection of poultry,Chicken,1
2012,VD,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2012,FR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,3
2012,GR,Diseases to be controlled,European foulbrood of bees,Bees,40
2012,AR,Diseases to be monitored,Neosporosis,Cattle,2
2012,ZH,Diseases to be controlled,Salmonellosis,Rabbit,1
2012,FR,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2012,VS,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,3
2012,VD,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2012,AG,Diseases to be monitored,Echinococcosis,Dog,1
2012,TG,Diseases to be controlled,Salmonellosis,Stag,1
2012,SO,Diseases to be monitored,Maedi-Visna,Sheep,1
2012,AG,Diseases to be controlled,Salmonellosis,Cattle,1
2012,GR,Diseases to be monitored,Enzootic abortion of ewes,Sheep,9
2012,TI,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2012,FR,Diseases to be controlled,Leptospirosis,Pig,1
2012,BE,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,2
2012,FR,Diseases to be monitored,Maedi-Visna,Sheep,1
2012,SO,Diseases to be controlled,European foulbrood of bees,Bees,24
2012,SG,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2012,AR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2012,LU,Diseases to be monitored,Enzootic abortion of ewes,Goat,1
2012,BE,Diseases to be monitored,Listeriosis,Sheep,1
2012,BE,Diseases to be controlled,Enzootic pneumonia of pigs,Wild boar,1
2012,TG,Diseases to be controlled,European foulbrood of bees,Bees,72
2012,SO,Diseases to be monitored,Tularemia,Monkey,1
2012,FR,Diseases to be controlled,Salmonellosis,Dog,1
2012,AG,Diseases to be controlled,Salmonella infection of poultry,Chicken,1
2012,VS,Diseases to be controlled,European foulbrood of bees,Bees,13
2012,NE,Diseases to be controlled,Paratuberculosis,Cattle,1
2012,UR,Diseases to be monitored,Maedi-Visna,Goat,1
2012,SG,Diseases to be monitored,Campylobacteriosis,Cattle,1
2012,JU,Diseases to be controlled,Salmonellosis,Cattle,2
2012,GE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,2
2012,AG,Diseases to be controlled,Avian chlamydiosis,Pigeon,1
2012,ZH,Diseases to be monitored,Neosporosis,Cattle,3
2012,VD,Diseases to be monitored,Cryptosporidiosis,Goat,1
2012,AG,Diseases to be monitored,Listeriosis,Sheep,1
2012,SG,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2012,BE,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2012,GR,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2012,BS,Diseases to be monitored,Echinococcosis,Fox,2
2012,GR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,3
2012,BE,Diseases to be monitored,Tularemia,Monkey,1
2012,LU,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2012,FR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,19
2012,TG,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2012,OW,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2012,GR,Diseases to be controlled,American foulbrood of bees,Bees,15
2012,BE,Diseases to be monitored,Campylobacteriosis,Cattle,1
2012,UR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,4
2012,ZH,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2012,ZH,Diseases to be monitored,Campylobacteriosis,Cattle,1
2012,SG,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,2
2012,GR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2012,GR,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,2
2012,ZH,Diseases to be controlled,European foulbrood of bees,Bees,73
2012,GE,Diseases to be monitored,Campylobacteriosis,Cat,1
2012,BE,Diseases to be controlled,Paratuberculosis,Cattle,7
2012,TI,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,2
2012,ZH,Diseases to be monitored,Equine viral arteritis,Horse,1
2012,TG,Diseases to be monitored,Neosporosis,Cattle,2
2012,VD,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2012,BE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2012,AR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,10
2012,BE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,27
2012,ZH,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,21
2012,ZH,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,2
2012,SH,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2012,AG,Highly contagious diseases,Newcastle disease,Pigeon,1
2012,BE,Diseases to be monitored,Campylobacteriosis,Cat,1
2012,SG,Eradicable diseases,Viral hemorrhagic septicemia,Fish,1
2012,AI,Eradicable diseases,Porcine reproductive and respiratory syndrome,Pig,2
2012,BE,Diseases to be monitored,Toxoplasmosis,Sheep,1
2012,TG,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,6
2012,ZH,Diseases to be controlled,Salmonellosis,Lizard,4
2012,VS,Diseases to be monitored,Q fever (Coxiellosis),Goat,2
2012,VD,Diseases to be monitored,Maedi-Visna,Goat,8
2012,VS,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2012,GE,Diseases to be controlled,Salmonellosis,Dog,1
2012,VD,Diseases to be controlled,Paratuberculosis,Cattle,8
2012,LU,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,8
2012,BE,Diseases to be controlled,European foulbrood of bees,Bees,229
2012,ZH,Diseases to be controlled,Salmonellosis,Cat,1
2012,NE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,3
2012,BL,Diseases to be controlled,European foulbrood of bees,Bees,3
2012,VD,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2012,FR,Diseases to be monitored,Campylobacteriosis,Cattle,1
2012,JU,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,4
2012,SH,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2012,SG,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,44
2012,VS,Diseases to be monitored,Maedi-Visna,Sheep,1
2012,BE,Diseases to be controlled,Infectious pancreatic necrosis,Fish,2
2012,BE,Diseases to be monitored,Maedi-Visna,Goat,1
2012,GE,Highly contagious diseases,Newcastle disease,Chicken,1
2012,NE,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2012,VS,Diseases to be controlled,Paratuberculosis,Sheep,2
2012,JU,Diseases to be controlled,Paratuberculosis,Cattle,2
2012,VD,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,3
2012,ZH,Diseases to be controlled,Paratuberculosis,Cattle,3
2012,SG,Diseases to be controlled,Salmonellosis,Cattle,3
2012,FR,Diseases to be monitored,Cryptosporidiosis,Cattle,10
2012,ZH,Diseases to be controlled,Leptospirosis,Dog,1
2012,FR,Diseases to be monitored,Toxoplasmosis,Kangaroo,1
2012,BE,Diseases to be monitored,Neosporosis,Cattle,6
2012,GE,Diseases to be controlled,American foulbrood of bees,Bees,2
2012,NE,Diseases to be monitored,Maedi-Visna,Goat,2
2012,LU,Diseases to be monitored,Tularemia,Hare,1
2012,SZ,Diseases to be controlled,European foulbrood of bees,Bees,2
2012,AR,Diseases to be controlled,European foulbrood of bees,Bees,1
2012,BE,Diseases to be controlled,Salmonellosis,Snake,2
2012,VD,Diseases to be monitored,Listeriosis,Cattle,1
2012,ZH,Diseases to be controlled,Salmonellosis,Snake,4
2012,SO,Diseases to be controlled,Salmonellosis,Lizard,2
2012,BL,Diseases to be controlled,Salmonellosis,Sheep,1
2012,AG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2012,FR,Diseases to be monitored,Maedi-Visna,Goat,3
2012,GR,Diseases to be monitored,Q fever (Coxiellosis),Sheep,2
2012,SG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,4
2012,BL,Diseases to be monitored,Neosporosis,Cattle,1
2012,SO,Diseases to be monitored,Echinococcosis,Cattle,1
2012,SO,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2012,SO,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2012,AG,Diseases to be controlled,American foulbrood of bees,Bees,6
2012,TG,Diseases to be controlled,Avian chlamydiosis,Budgerigar,1
2012,SG,Diseases to be monitored,Enzootic abortion of ewes,Goat,1
2013,VD,Diseases to be monitored,Echinococcosis,Pig,1
2013,SG,Diseases to be controlled,European foulbrood of bees,Bees,43
2013,LU,Diseases to be controlled,European foulbrood of bees,Bees,52
2013,AG,Diseases to be controlled,Salmonella infection of poultry,Chicken,1
2013,FR,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,2
2013,SG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,4
2013,ZH,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2013,GR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,2
2013,LU,Diseases to be monitored,Q fever (Coxiellosis),Cattle,3
2013,AG,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2013,BE,Diseases to be monitored,Campylobacteriosis,Cattle,1
2013,AG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2013,ZH,Diseases to be controlled,Avian chlamydiosis,Budgerigar,1
2013,SO,Diseases to be monitored,Campylobacteriosis,Dog,4
2013,VD,Diseases to be controlled,Salmonellosis,Cattle,2
2013,ZH,Diseases to be monitored,Neosporosis,Cattle,1
2013,JU,Diseases to be monitored,Q fever (Coxiellosis),Cattle,7
2013,FR,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2013,BS,Diseases to be monitored,Echinococcosis,Monkey,1
2013,VD,Diseases to be controlled,Leptospirosis,Dog,1
2013,FR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,15
2013,LU,Diseases to be controlled,Salmonellosis,Cattle,5
2013,BS,Diseases to be monitored,Yersiniosis,Songbird,1
2013,GE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,3
2013,SG,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2013,BE,Diseases to be monitored,Enzootic abortion of ewes,Sheep,4
2013,BE,Diseases to be controlled,Salmonellosis,Pigeon,1
2013,BE,Diseases to be monitored,Cryptosporidiosis,Cattle,8
2013,ZH,Diseases to be controlled,European foulbrood of bees,Bees,68
2013,SG,Diseases to be controlled,American foulbrood of bees,Bees,3
2013,VS,Diseases to be monitored,Enzootic abortion of ewes,Cattle,1
2013,VD,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,1
2013,BE,Diseases to be monitored,Tularemia,Hare,1
2013,VD,Diseases to be controlled,American foulbrood of bees,Bees,3
2013,ZG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2013,NE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,4
2013,ZH,Diseases to be monitored,Campylobacteriosis,Cat,1
2013,SG,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,1
2013,VS,Diseases to be controlled,Infectious pancreatic necrosis,Fish,2
2013,UR,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2013,FR,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2013,ZH,Diseases to be monitored,Campylobacteriosis,Cattle,2
2013,VD,Diseases to be monitored,Yersiniosis,Dog,1
2013,VD,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2013,VS,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2013,OW,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2013,BL,Diseases to be controlled,European foulbrood of bees,Bees,1
2013,VD,Diseases to be controlled,Salmonellosis,Hare,1
2013,TG,Diseases to be controlled,Paratuberculosis,Cattle,1
2013,GE,Highly contagious diseases,Newcastle disease,Peacock,1
2013,VD,Eradicable diseases,Tuberculosis / Mycobacteriosis,Cattle,2
2013,SG,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2013,VD,Diseases to be monitored,Echinococcosis,Dog,1
2013,BE,Diseases to be controlled,Infectious pancreatic necrosis,Fish,2
2013,BE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,3
2013,VD,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,8
2013,SG,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,6
2013,GR,Diseases to be monitored,Campylobacteriosis,Dog,1
2013,LU,Diseases to be controlled,Avian chlamydiosis,Parrot,1
2013,VS,Diseases to be controlled,American foulbrood of bees,Bees,9
2013,SG,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,16
2013,TG,Diseases to be controlled,Actinobacillosis of pigs,Pig,1
2013,JU,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,3
2013,AG,Diseases to be controlled,European foulbrood of bees,Bees,25
2013,AR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,6
2013,FR,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,2
2013,BE,Diseases to be monitored,Trichinellosis,Lynx,2
2013,NE,Diseases to be controlled,Salmonellosis,Cattle,1
2013,ZH,Diseases to be controlled,Salmonellosis,Sheep,1
2013,BE,Diseases to be controlled,Salmonellosis,Cattle,4
2013,SO,Diseases to be monitored,Tularemia,Hare,1
2013,VS,Diseases to be monitored,Q fever (Coxiellosis),Cattle,3
2013,AG,Diseases to be monitored,Echinococcosis,Other wild animal,1
2013,ZH,Diseases to be monitored,Campylobacteriosis,Other zoo animal,1
2013,NE,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2013,SG,Eradicable diseases,Tuberculosis / Mycobacteriosis,Cattle,1
2013,SG,Diseases to be monitored,Toxoplasmosis,Goat,1
2013,AR,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2013,BE,Diseases to be monitored,Campylobacteriosis,Goat,1
2013,FR,Diseases to be monitored,Enzootic abortion of ewes,Goat,1
2013,SO,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2013,JU,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2013,VD,Diseases to be monitored,Neosporosis,Cattle,2
2013,TG,Diseases to be controlled,Salmonellosis,Cattle,1
2013,AR,Diseases to be controlled,Salmonellosis,Dog,2
2013,VS,Diseases to be controlled,European foulbrood of bees,Bees,6
2013,VD,Diseases to be monitored,Campylobacteriosis,Cattle,3
2013,NE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2013,ZH,Diseases to be controlled,American foulbrood of bees,Bees,3
2013,BE,Diseases to be controlled,Actinobacillosis of pigs,Pig,2
2013,BE,Diseases to be controlled,American foulbrood of bees,Bees,5
2013,ZH,Diseases to be controlled,Paratuberculosis,Sheep,1
2013,GE,Highly contagious diseases,Newcastle disease,Chicken,1
2013,VD,Diseases to be controlled,Actinobacillosis of pigs,Pig,5
2013,GE,Diseases to be controlled,Myxomatosis,Rabbit,1
2013,VD,Diseases to be controlled,Salmonella infection of poultry,Chicken,2
2013,AG,Diseases to be controlled,Hypodermosis,Cattle,1
2013,VD,Diseases to be monitored,Cryptosporidiosis,Cattle,14
2013,TG,Eradicable diseases,Tuberculosis / Mycobacteriosis,Cattle,1
2013,ZG,Eradicable diseases,Infectious haematopoietic necrosis,Fish,1
2013,AG,Diseases to be monitored,Equine viral arteritis,Horse,1
2013,BE,Diseases to be monitored,Neosporosis,Cattle,8
2013,BE,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2013,BS,Diseases to be monitored,Echinococcosis,Other zoo animal,1
2013,BE,Diseases to be monitored,Yersiniosis,Cattle,1
2013,ZH,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2013,VS,Diseases to be monitored,Campylobacteriosis,Dog,6
2013,VS,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2013,GE,Diseases to be monitored,Campylobacteriosis,Dog,1
2013,GR,Diseases to be controlled,Salmonellosis,Sheep,1
2013,FR,Eradicable diseases,Tuberculosis / Mycobacteriosis,Cattle,4
2013,TI,Diseases to be monitored,Q fever (Coxiellosis),Goat,2
2013,BL,Diseases to be monitored,Neosporosis,Cattle,3
2013,BE,Diseases to be monitored,Proliferative kidney disease of fish,Fish,3
2013,ZH,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,2
2013,LU,Diseases to be monitored,Campylobacteriosis,Cat,1
2013,GL,Diseases to be controlled,European foulbrood of bees,Bees,21
2013,BS,Diseases to be monitored,Toxoplasmosis,Other zoo animal,1
2013,FR,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,6
2013,ZH,Diseases to be controlled,Salmonellosis,Cat,4
2013,FR,Diseases to be monitored,Campylobacteriosis,Cattle,2
2013,VS,Diseases to be monitored,Campylobacteriosis,Cat,1
2013,GE,Diseases to be monitored,Tularemia,Hare,2
2013,GR,Diseases to be monitored,Blackleg,Cattle,1
2013,LU,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,3
2013,TG,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,2
2013,SZ,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2013,VS,Diseases to be controlled,Salmonellosis,Lizard,1
