Category,Species,Critical active substance ,Category of use,System,Year,Number of animal treatments
Farm animals,Pigs,Yes,Suckling and weaned piglets,Specific infectious diseases,2021,2034
Farm animals,Sheep,No,Sheep,"Urogenital diseases / reproduction, birth",2022,4394
Farm animals,Pigs,Yes,Suckling and weaned piglets,Disease of the musculoskeletal system,2023,163
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,498
Farm animals,Pigs,Yes,Suckling and weaned piglets,Mammary gland diseases incl. mastitis,2023,8
Farm animals,Pigs,Yes,Suckling and weaned piglets,Specific infectious diseases,2023,442
Farm animals,Sheep,No,Sheep,Symptomatic treatment (unspecific),2022,1038
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2021,1
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Digestion, diarrhea",2021,17010
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Animal husbandry, prophylaxis",2021,2
Farm animals,Pigs,Yes,Suckling and weaned piglets,Other reasons for treatment,2021,8
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2023,9
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Digestion, diarrhea",2023,11215
Farm animals,Pigs,Yes,Suckling and weaned piglets,Other reasons for treatment,2023,1039
Farm animals,Sheep,Yes,Sheep,Disease of the musculoskeletal system,2022,103
Farm animals,Sheep,Yes,Sheep,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,382
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Disease of the musculoskeletal system,2023,2244
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,12281
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Mammary gland diseases incl. mastitis,2023,10
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Specific infectious diseases,2023,5210
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Disease of the musculoskeletal system,2021,3710
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,13732
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Mammary gland diseases incl. mastitis,2021,6
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Specific infectious diseases,2021,11913
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2023,15
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Digestion, diarrhea",2023,64989
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Animal husbandry, prophylaxis",2023,582
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Other reasons for treatment,2023,1530
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2021,5
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Digestion, diarrhea",2021,132849
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Animal husbandry, prophylaxis",2021,438
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Other reasons for treatment,2021,830
Farm animals,Sheep,Yes,Sheep,"Urogenital diseases / reproduction, birth",2022,91
Farm animals,Pigs,No,Pigs nCU,Disease of the musculoskeletal system,2023,139
Farm animals,Sheep,Yes,Sheep,Symptomatic treatment (unspecific),2022,92
Farm animals,Pigs,No,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,465
Farm animals,Pigs,No,Pigs nCU,Mammary gland diseases incl. mastitis,2023,4
Farm animals,Pigs,No,Pigs nCU,Disease of the musculoskeletal system,2021,1498
Farm animals,Pigs,No,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,633
Farm animals,Sheep,All types of active ingredients,Sheep,Disease of the musculoskeletal system,2022,1774
Farm animals,Pigs,No,Pigs nCU,"Urogenital diseases / reproduction, birth",2023,27
Farm animals,Pigs,No,Pigs nCU,Mammary gland diseases incl. mastitis,2021,177
Farm animals,Sheep,All types of active ingredients,Sheep,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,2973
Farm animals,Pigs,No,Pigs nCU,"Digestion, diarrhea",2023,157
Farm animals,Pigs,No,Pigs nCU,"Animal husbandry, prophylaxis",2023,42
Farm animals,Pigs,No,Pigs nCU,Other reasons for treatment,2023,67
Farm animals,Pigs,No,Pigs nCU,Specific infectious diseases,2021,304
Farm animals,Pigs,Yes,Pigs nCU,Disease of the musculoskeletal system,2023,6
Farm animals,Pigs,Yes,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,7
Farm animals,Pigs,Yes,Pigs nCU,Mammary gland diseases incl. mastitis,2023,17
Farm animals,Pigs,Yes,Pigs nCU,Specific infectious diseases,2023,1
Farm animals,Pigs,No,Pigs nCU,"Urogenital diseases / reproduction, birth",2021,107
Farm animals,Pigs,No,Pigs nCU,"Digestion, diarrhea",2021,5237
Farm animals,Pigs,No,Pigs nCU,"Animal husbandry, prophylaxis",2021,147
Farm animals,Pigs,No,Pigs nCU,Other reasons for treatment,2021,32
Farm animals,Pigs,Yes,Pigs nCU,Disease of the musculoskeletal system,2021,44
Farm animals,Pigs,Yes,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,48
Farm animals,Pigs,Yes,Pigs nCU,"Urogenital diseases / reproduction, birth",2023,1
Farm animals,Pigs,Yes,Pigs nCU,Mammary gland diseases incl. mastitis,2021,85
Farm animals,Pigs,Yes,Pigs nCU,Specific infectious diseases,2021,49
Farm animals,Pigs,Yes,Pigs nCU,"Digestion, diarrhea",2023,52
Farm animals,Pigs,Yes,Pigs nCU,Other reasons for treatment,2023,3
Farm animals,Sheep,All types of active ingredients,Sheep,"Urogenital diseases / reproduction, birth",2022,4485
Farm animals,Pigs,Yes,Pigs nCU,"Urogenital diseases / reproduction, birth",2021,29
Farm animals,Pigs,Yes,Pigs nCU,"Digestion, diarrhea",2021,1774
Farm animals,Pigs,Yes,Pigs nCU,"Animal husbandry, prophylaxis",2021,1
Farm animals,Pigs,Yes,Pigs nCU,Other reasons for treatment,2021,56
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Disease of the musculoskeletal system,2023,145
Farm animals,Sheep,All types of active ingredients,Sheep,Symptomatic treatment (unspecific),2022,1130
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,472
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Mammary gland diseases incl. mastitis,2023,21
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Specific infectious diseases,2023,1
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Disease of the musculoskeletal system,2021,1542
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Urogenital diseases / reproduction, birth",2023,28
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Digestion, diarrhea",2023,209
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Animal husbandry, prophylaxis",2023,42
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Other reasons for treatment,2023,70
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,681
Farm animals,Pigs,No,All categories of use,Disease of the musculoskeletal system,2022,8932
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Mammary gland diseases incl. mastitis,2021,262
Farm animals,Pigs,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,17610
Farm animals,Pigs,No,All categories of use,Mammary gland diseases incl. mastitis,2022,458
Farm animals,Pigs,No,Breeding sows and boars,Disease of the musculoskeletal system,2023,1209
Farm animals,Pigs,No,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,54
Farm animals,Pigs,No,Breeding sows and boars,Mammary gland diseases incl. mastitis,2023,100
Farm animals,Pigs,No,All categories of use,Specific infectious diseases,2022,14919
Farm animals,Pigs,No,Breeding sows and boars,Specific infectious diseases,2023,122
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Specific infectious diseases,2021,353
Farm animals,Pigs,No,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2023,283
Farm animals,Pigs,No,All categories of use,"Urogenital diseases / reproduction, birth",2022,468
Farm animals,Pigs,No,Breeding sows and boars,"Digestion, diarrhea",2023,244
Farm animals,Pigs,No,All categories of use,"Digestion, diarrhea",2022,107640
Farm animals,Pigs,No,Breeding sows and boars,"Animal husbandry, prophylaxis",2023,92
Farm animals,Pigs,No,All categories of use,"Animal husbandry, prophylaxis",2022,3400
Farm animals,Pigs,No,Breeding sows and boars,Other reasons for treatment,2023,44
Farm animals,Pigs,No,All categories of use,Other reasons for treatment,2022,1286
Farm animals,Pigs,Yes,Breeding sows and boars,Disease of the musculoskeletal system,2023,73
Farm animals,Pigs,Yes,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,47
Farm animals,Pigs,Yes,Breeding sows and boars,Mammary gland diseases incl. mastitis,2023,267
Farm animals,Pigs,Yes,Breeding sows and boars,Specific infectious diseases,2023,4
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Urogenital diseases / reproduction, birth",2021,136
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Digestion, diarrhea",2021,7011
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Animal husbandry, prophylaxis",2021,148
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Other reasons for treatment,2021,88
Farm animals,Pigs,Yes,All categories of use,Disease of the musculoskeletal system,2022,766
Farm animals,Pigs,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,1922
Farm animals,Pigs,Yes,All categories of use,Mammary gland diseases incl. mastitis,2022,245
Farm animals,Pigs,Yes,All categories of use,Specific infectious diseases,2022,2046
Farm animals,Pigs,Yes,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2023,186
Farm animals,Pigs,Yes,Breeding sows and boars,"Digestion, diarrhea",2023,214
Farm animals,Pigs,Yes,Breeding sows and boars,"Animal husbandry, prophylaxis",2023,1
Farm animals,Pigs,Yes,Breeding sows and boars,Other reasons for treatment,2023,199
Farm animals,Pigs,No,Breeding sows and boars,Disease of the musculoskeletal system,2021,947
Farm animals,Pigs,No,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,80
Farm animals,Pigs,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2022,250
Farm animals,Pigs,Yes,All categories of use,"Digestion, diarrhea",2022,16719
Farm animals,Pigs,Yes,All categories of use,"Animal husbandry, prophylaxis",2022,5
Farm animals,Pigs,Yes,All categories of use,Other reasons for treatment,2022,110
Farm animals,Pigs,No,Breeding sows and boars,Mammary gland diseases incl. mastitis,2021,212
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Disease of the musculoskeletal system,2023,1282
Farm animals,Pigs,No,Breeding sows and boars,Specific infectious diseases,2021,29
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,101
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Mammary gland diseases incl. mastitis,2023,367
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Specific infectious diseases,2023,126
Farm animals,Pigs,No,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2021,251
Farm animals,Pigs,No,Breeding sows and boars,"Digestion, diarrhea",2021,56
Farm animals,Pigs,No,Breeding sows and boars,"Animal husbandry, prophylaxis",2021,55
Farm animals,Pigs,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2022,9698
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2023,469
Farm animals,Pigs,No,Breeding sows and boars,Other reasons for treatment,2021,41
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Digestion, diarrhea",2023,458
Farm animals,Pigs,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,19532
Farm animals,Pigs,All types of active ingredients,All categories of use,Mammary gland diseases incl. mastitis,2022,703
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Animal husbandry, prophylaxis",2023,93
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Other reasons for treatment,2023,243
Farm animals,Pigs,Yes,Breeding sows and boars,Disease of the musculoskeletal system,2021,44
Farm animals,Pigs,Yes,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,22
Farm animals,Pigs,Yes,Breeding sows and boars,Mammary gland diseases incl. mastitis,2021,223
Farm animals,Pigs,Yes,Breeding sows and boars,Specific infectious diseases,2021,11
Farm animals,Pigs,All types of active ingredients,All categories of use,Specific infectious diseases,2022,16965
Farm animals,Goats,No,All categories of use,Disease of the musculoskeletal system,2023,901
Farm animals,Goats,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,3064
Farm animals,Pigs,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2022,718
Farm animals,Pigs,All types of active ingredients,All categories of use,"Digestion, diarrhea",2022,124359
Farm animals,Pigs,Yes,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2021,260
Farm animals,Pigs,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2022,3405
Farm animals,Pigs,Yes,Breeding sows and boars,"Digestion, diarrhea",2021,58
Farm animals,Pigs,All types of active ingredients,All categories of use,Other reasons for treatment,2022,1396
Farm animals,Pigs,Yes,Breeding sows and boars,"Animal husbandry, prophylaxis",2021,2
Farm animals,Pigs,Yes,Breeding sows and boars,Other reasons for treatment,2021,49
Farm animals,Pigs,No,Young sows,Disease of the musculoskeletal system,2022,44
Farm animals,Pigs,No,Young sows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,9
Farm animals,Pigs,No,Young sows,Mammary gland diseases incl. mastitis,2022,1
Farm animals,Pigs,No,Young sows,Specific infectious diseases,2022,1
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Disease of the musculoskeletal system,2021,991
Farm animals,Pigs,No,Young sows,"Urogenital diseases / reproduction, birth",2022,6
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,102
Farm animals,Pigs,No,Young sows,"Digestion, diarrhea",2022,202
Farm animals,Pigs,No,Young sows,"Animal husbandry, prophylaxis",2022,2
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Mammary gland diseases incl. mastitis,2021,435
Farm animals,Pigs,No,Young sows,Other reasons for treatment,2022,56
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Specific infectious diseases,2021,40
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2021,511
Farm animals,Pigs,Yes,Young sows,Disease of the musculoskeletal system,2022,2
Farm animals,Pigs,Yes,Young sows,Mammary gland diseases incl. mastitis,2022,1
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Digestion, diarrhea",2021,114
Farm animals,Pigs,Yes,Young sows,Specific infectious diseases,2022,2
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Animal husbandry, prophylaxis",2021,57
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Other reasons for treatment,2021,90
Farm animals,Goats,No,All categories of use,"Urogenital diseases / reproduction, birth",2023,2116
Farm animals,Goats,No,All categories of use,Disease of the musculoskeletal system,2021,799
Farm animals,Pigs,Yes,Young sows,"Digestion, diarrhea",2022,2
Farm animals,Goats,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,3454
Farm animals,Pigs,Yes,Young sows,Other reasons for treatment,2022,1
Farm animals,Goats,No,All categories of use,Symptomatic treatment (unspecific),2023,541
Farm animals,Pigs,All types of active ingredients,Young sows,Disease of the musculoskeletal system,2022,46
Farm animals,Pigs,All types of active ingredients,Young sows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,9
Farm animals,Pigs,All types of active ingredients,Young sows,Mammary gland diseases incl. mastitis,2022,2
Farm animals,Pigs,All types of active ingredients,Young sows,Specific infectious diseases,2022,3
Farm animals,Goats,Yes,All categories of use,Disease of the musculoskeletal system,2023,50
Farm animals,Goats,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,1002
Farm animals,Pigs,All types of active ingredients,Young sows,"Urogenital diseases / reproduction, birth",2022,6
Farm animals,Pigs,All types of active ingredients,Young sows,"Digestion, diarrhea",2022,204
Farm animals,Pigs,All types of active ingredients,Young sows,"Animal husbandry, prophylaxis",2022,2
Farm animals,Pigs,All types of active ingredients,Young sows,Other reasons for treatment,2022,57
Farm animals,Goats,No,All categories of use,"Urogenital diseases / reproduction, birth",2021,1901
Farm animals,Pigs,No,Fattening pigs,Disease of the musculoskeletal system,2022,5084
Farm animals,Pigs,No,Fattening pigs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,11198
Farm animals,Pigs,No,Fattening pigs,Mammary gland diseases incl. mastitis,2022,10
Farm animals,Pigs,No,Fattening pigs,Specific infectious diseases,2022,9032
Farm animals,Goats,No,All categories of use,Symptomatic treatment (unspecific),2021,557
Farm animals,Pigs,No,Fattening pigs,"Urogenital diseases / reproduction, birth",2022,11
Farm animals,Goats,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2023,65
Farm animals,Pigs,No,Fattening pigs,"Digestion, diarrhea",2022,23258
Farm animals,Pigs,No,Fattening pigs,"Animal husbandry, prophylaxis",2022,2743
Farm animals,Pigs,No,Fattening pigs,Other reasons for treatment,2022,253
Farm animals,Goats,Yes,All categories of use,Disease of the musculoskeletal system,2021,42
Farm animals,Goats,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,915
Farm animals,Goats,Yes,All categories of use,Symptomatic treatment (unspecific),2023,46
Farm animals,Pigs,Yes,Fattening pigs,Disease of the musculoskeletal system,2022,521
Farm animals,Pigs,Yes,Fattening pigs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,1045
Farm animals,Pigs,Yes,Fattening pigs,Mammary gland diseases incl. mastitis,2022,5
Farm animals,Pigs,Yes,Fattening pigs,Specific infectious diseases,2022,535
Farm animals,Goats,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2023,951
Farm animals,Goats,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,4066
Farm animals,Pigs,Yes,Fattening pigs,"Digestion, diarrhea",2022,2108
Farm animals,Pigs,Yes,Fattening pigs,Other reasons for treatment,2022,9
Farm animals,Goats,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2021,47
Farm animals,Goats,Yes,All categories of use,Symptomatic treatment (unspecific),2021,50
Farm animals,Pigs,All types of active ingredients,Fattening pigs,Disease of the musculoskeletal system,2022,5605
Farm animals,Pigs,All types of active ingredients,Fattening pigs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,12243
Farm animals,Pigs,All types of active ingredients,Fattening pigs,Mammary gland diseases incl. mastitis,2022,15
Farm animals,Pigs,All types of active ingredients,Fattening pigs,Specific infectious diseases,2022,9567
Farm animals,Goats,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2023,2181
Farm animals,Goats,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2021,841
Farm animals,Goats,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,4369
Farm animals,Pigs,All types of active ingredients,Fattening pigs,"Urogenital diseases / reproduction, birth",2022,11
Farm animals,Pigs,All types of active ingredients,Fattening pigs,"Digestion, diarrhea",2022,25366
Farm animals,Pigs,All types of active ingredients,Fattening pigs,"Animal husbandry, prophylaxis",2022,2743
Farm animals,Pigs,All types of active ingredients,Fattening pigs,Other reasons for treatment,2022,262
Farm animals,Pigs,No,Suckling and weaned piglets,Disease of the musculoskeletal system,2022,1945
Farm animals,Pigs,No,Suckling and weaned piglets,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,5458
Farm animals,Pigs,No,Suckling and weaned piglets,Mammary gland diseases incl. mastitis,2022,3
Farm animals,Goats,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2023,587
Farm animals,Pigs,No,Suckling and weaned piglets,Specific infectious diseases,2022,5339
Farm animals,Goats,No,Goats,Disease of the musculoskeletal system,2023,901
Farm animals,Goats,No,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,3064
Farm animals,Goats,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2021,1948
Farm animals,Pigs,No,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2022,1
Farm animals,Pigs,No,Suckling and weaned piglets,"Digestion, diarrhea",2022,81215
Farm animals,Goats,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2021,607
Farm animals,Pigs,No,Suckling and weaned piglets,"Animal husbandry, prophylaxis",2022,416
Farm animals,Pigs,No,Suckling and weaned piglets,Other reasons for treatment,2022,892
Farm animals,Goats,No,Goats,Disease of the musculoskeletal system,2021,799
Farm animals,Pigs,Yes,Suckling and weaned piglets,Disease of the musculoskeletal system,2022,106
Farm animals,Goats,No,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,3454
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,582
Farm animals,Pigs,Yes,Suckling and weaned piglets,Mammary gland diseases incl. mastitis,2022,11
Farm animals,Pigs,Yes,Suckling and weaned piglets,Specific infectious diseases,2022,1464
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2022,1
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Digestion, diarrhea",2022,12420
Farm animals,Pigs,Yes,Suckling and weaned piglets,Other reasons for treatment,2022,12
Farm animals,Goats,No,Goats,"Urogenital diseases / reproduction, birth",2023,2116
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Disease of the musculoskeletal system,2022,2051
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,6040
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Mammary gland diseases incl. mastitis,2022,14
Farm animals,Goats,No,Goats,Symptomatic treatment (unspecific),2023,541
Farm animals,Goats,No,Goats,"Urogenital diseases / reproduction, birth",2021,1901
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Specific infectious diseases,2022,6803
Farm animals,Goats,Yes,Goats,Disease of the musculoskeletal system,2023,50
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Urogenital diseases / reproduction, birth",2022,2
Farm animals,Goats,No,Goats,Symptomatic treatment (unspecific),2021,557
Farm animals,Goats,Yes,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,1002
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Digestion, diarrhea",2022,93635
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Animal husbandry, prophylaxis",2022,416
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,Other reasons for treatment,2022,904
Farm animals,Goats,Yes,Goats,Disease of the musculoskeletal system,2021,42
Farm animals,Goats,Yes,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,915
Farm animals,Pigs,No,Pigs nCU,Disease of the musculoskeletal system,2022,917
Farm animals,Pigs,No,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,906
Farm animals,Pigs,No,Pigs nCU,Mammary gland diseases incl. mastitis,2022,152
Farm animals,Pigs,No,Pigs nCU,Specific infectious diseases,2022,218
Farm animals,Pigs,No,Pigs nCU,"Urogenital diseases / reproduction, birth",2022,196
Farm animals,Pigs,No,Pigs nCU,"Digestion, diarrhea",2022,2874
Farm animals,Pigs,No,Pigs nCU,"Animal husbandry, prophylaxis",2022,173
Farm animals,Pigs,No,Pigs nCU,Other reasons for treatment,2022,48
Farm animals,Goats,Yes,Goats,"Urogenital diseases / reproduction, birth",2023,65
Farm animals,Goats,Yes,Goats,Symptomatic treatment (unspecific),2023,46
Farm animals,Pigs,Yes,Pigs nCU,Disease of the musculoskeletal system,2022,87
Farm animals,Pigs,Yes,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,266
Farm animals,Goats,Yes,Goats,"Urogenital diseases / reproduction, birth",2021,47
Farm animals,Pigs,Yes,Pigs nCU,Mammary gland diseases incl. mastitis,2022,76
Farm animals,Pigs,Yes,Pigs nCU,Specific infectious diseases,2022,37
Farm animals,Goats,All types of active ingredients,Goats,Disease of the musculoskeletal system,2023,951
Farm animals,Goats,All types of active ingredients,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,4066
Farm animals,Goats,Yes,Goats,Symptomatic treatment (unspecific),2021,50
Farm animals,Pigs,Yes,Pigs nCU,"Urogenital diseases / reproduction, birth",2022,23
Farm animals,Pigs,Yes,Pigs nCU,"Digestion, diarrhea",2022,2159
Farm animals,Pigs,Yes,Pigs nCU,"Animal husbandry, prophylaxis",2022,1
Farm animals,Pigs,Yes,Pigs nCU,Other reasons for treatment,2022,40
Farm animals,Goats,All types of active ingredients,Goats,Disease of the musculoskeletal system,2021,841
Farm animals,Goats,All types of active ingredients,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2021,4369
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Disease of the musculoskeletal system,2022,1004
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,1172
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Mammary gland diseases incl. mastitis,2022,228
Farm animals,Goats,All types of active ingredients,Goats,"Urogenital diseases / reproduction, birth",2023,2181
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Specific infectious diseases,2022,255
Farm animals,Goats,All types of active ingredients,Goats,Symptomatic treatment (unspecific),2023,587
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Urogenital diseases / reproduction, birth",2022,219
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Digestion, diarrhea",2022,5033
Farm animals,Pigs,All types of active ingredients,Pigs nCU,"Animal husbandry, prophylaxis",2022,174
Farm animals,Pigs,All types of active ingredients,Pigs nCU,Other reasons for treatment,2022,88
Farm animals,Goats,All types of active ingredients,Goats,"Urogenital diseases / reproduction, birth",2021,1948
Farm animals,Goats,All types of active ingredients,Goats,Symptomatic treatment (unspecific),2021,607
Pets,Equids,No,All categories of use,Disease of the musculoskeletal system,2024,8455
Pets,Equids,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,1535
Pets,Equids,No,All categories of use,Mammary gland diseases incl. mastitis,2024,186
Farm animals,Pigs,No,Breeding sows and boars,Disease of the musculoskeletal system,2022,942
Farm animals,Pigs,No,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,39
Farm animals,Pigs,No,Breeding sows and boars,Mammary gland diseases incl. mastitis,2022,292
Farm animals,Pigs,No,Breeding sows and boars,Specific infectious diseases,2022,329
