id|type|date|page_count|link|info|meldung_id|publikation_id|erf_date|erf_user|mut_date|mut_user|version|Dates_erf_date|Dates_mut_date
1494|10|16.11.2023|1|https://affidiajournal.com/en/recycled-plastics-contain-hundreds-of-toxic-chemicals-new-study-says||945|55|2023-11-17T08:14:48|932|2023-11-17T08:14:48|932|0|2023-11-17|2023-11-17
1495|20|||https://doi.org/10.1016/j.dib.2023.109740||945|476|2023-11-17T08:14:48|932|2023-11-17T08:14:48|932|0|2023-11-17|2023-11-17
1496|10|16.11.2023|25|https://doi.org/10.1021/acs.jafc.3c04503||946|29|2023-11-17T08:41:10|932|2023-11-17T08:41:10|932|0|2023-11-17|2023-11-17
1497|10|15.11.2023|1|https://www.foodsafetynews.com/2023/11/study-supports-view-that-shellfish-outbreaks-are-under-reported/||947|18|2023-11-17T16:36:42|932|2023-11-17T16:36:42|932|0|2023-11-17|2023-11-17
1498|20|||https://hal.science/hal-04287085v1||947|477|2023-11-17T16:36:42|932|2023-11-17T16:36:42|932|0|2023-11-17|2023-11-17
1499|10|15.11.2023|10|https://www.frontiersin.org/articles/10.3389/fmicb.2023.1323424/abstract||948|83|2023-11-17T16:45:42|932|2023-11-17T16:45:42|932|0|2023-11-17|2023-11-17
1500|10|17.11.2023|10|https://doi.org/10.1016/j.ijfoodmicro.2023.110490||949|11|2023-11-20T15:41:02|932|2023-11-20T15:41:02|932|0|2023-11-20|2023-11-20
1501|10|17.10.2023|10|https://www.frontiersin.org/articles/10.3389/fmicb.2023.1304509/abstract||950|83|2023-11-20T15:52:22|932|2023-11-20T15:52:22|932|0|2023-11-20|2023-11-20
1502|10|20.11.2023|7|https://www.mdpi.com/2304-8158/12/22/4185||951|22|2023-11-21T08:22:06|932|2023-11-21T08:22:06|932|0|2023-11-21|2023-11-21
1503|10|20.11.2023|10|https://pubs.acs.org/doi/10.1021/acs.jafc.3c06038||952|29|2023-11-21T08:38:22|932|2023-11-21T08:38:22|932|0|2023-11-21|2023-11-21
1504|10|20.11.2023|2|https://www.iledefrance.ars.sante.fr/polluants-organiques-persistants-lars-ile-de-france-maintient-et-precise-sa-recommandation-de-ne||953|300|2023-11-21T09:23:12|932|2023-11-21T09:23:12|932|0|2023-11-21|2023-11-21
1505|10|07.11.2023|2|https://www.agroscope.admin.ch/agroscope/fr/home/actualite/newsroom/2023/11-07_Kartoffelkulturen-neuer-Krankheit-bedroht.html||954|139|2023-11-21T10:23:17|932|2023-11-21T10:23:17|932|0|2023-11-21|2023-11-21
1506|10|17.11.2023|3|https://medicalxpress.com/news/2023-11-reveals-link-malnutrition-antibiotic-resistance.html||955|375|2023-11-21T12:33:28|932|2023-11-21T12:33:28|932|0|2023-11-21|2023-11-21
1507|20|||https://doi.org/10.1038/s41564-023-01519-3||955|478|2023-11-21T12:33:28|932|2023-11-21T12:33:28|932|0|2023-11-21|2023-11-21
1508|10|15.11.2023|10|https://doi.org/10.1016/j.jfp.2023.100195||956|100|2023-11-21T12:50:18|932|2023-11-21T12:50:18|932|0|2023-11-21|2023-11-21
1509|10|28.10.2023|15|https://doi.org/10.1016/j.jfp.2023.100167||957|100|2023-11-21T12:58:24|932|2023-11-21T12:58:24|932|0|2023-11-21|2023-11-21
1510|10|22.11.2023|5|https://www.eurekalert.org/news-releases/1008919||958|19|2023-11-23T07:11:26|932|2023-11-23T07:11:26|932|0|2023-11-23|2023-11-23
1511|20|||https://www.cell.com/cell-metabolism/fulltext/S1550-4131(23)00374-1||958|225|2023-11-23T07:11:26|932|2023-11-23T07:11:26|932|0|2023-11-23|2023-11-23
1512|10|23.11.2023|3|https://www.infobae.com/america/agencias/2023/11/22/bruselas-quiere-retirar-lo-antes-posible-de-ue-los-aditivos-que-dan-el-sabor-de-ahumado/||959|479|2023-11-23T08:57:59|932|2023-11-23T08:57:59|932|0|2023-11-23|2023-11-23
1513|20|||https://efsa.onlinelibrary.wiley.com/doi/10.2903/j.efsa.2023.8368||959|105|2023-11-23T08:57:59|932|2023-11-23T08:57:59|932|0|2023-11-23|2023-11-23
1514|10|25.11.2023|1|https://www.sciencedirect.com/science/article/abs/pii/S0168160523004233||960|11|2023-11-27T17:01:18|932|2023-11-27T17:01:18|932|0|2023-11-27|2023-11-27
1515|10|27.11.2023|1|https://pubs.acs.org/doi/10.1021/acs.jafc.3c05158||961|29|2023-11-28T08:30:08|932|2023-11-28T08:30:08|932|0|2023-11-28|2023-11-28
1516|10|25.11.2023|15|https://doi.org/10.3390/foods12234263||962|22|2023-11-28T09:05:35|932|2023-11-28T09:05:35|932|0|2023-11-28|2023-11-28
1517|10|27.11.2023|10|https://www.mdpi.com/2304-8158/12/23/4284||963|22|2023-11-28T10:25:17|932|2023-11-28T10:25:17|932|0|2023-11-28|2023-11-28
1518|10|23.11.2023|3|https://www.eurekalert.org/news-releases/1008878||964|19|2023-11-28T10:42:00|932|2023-11-28T10:42:00|932|0|2023-11-28|2023-11-28
1519|20|||https://egastroenterology.bmj.com/content/1/2/e100029||964|480|2023-11-28T10:42:00|932|2023-11-28T10:42:00|932|0|2023-11-28|2023-11-28
1520|10|23.11.2023|2|https://www.foodnavigator.com/Article/2023/11/23/time-for-a-smarter-approach-to-adaptogens||965|18|2023-11-28T11:17:17|932|2023-11-28T11:17:17|932|0|2023-11-28|2023-11-28
1521|20|||https://www.livsmedelsverket.se/foretagande-regler-kontroll/nyheter-for-livsmedelsforetag/nyheter-for-foretag/dansk-riskvardering-for-ashwagandha-kan-anvandas-i-sverige?fbclid=IwAR2C_WlaI2PjtH6YpUhSr2Js8118eGLZVIt1wdvptwZ6GYPN6cAPmpqUYUE||965|208|2023-11-28T11:17:17|932|2023-11-28T11:17:17|932|0|2023-11-28|2023-11-28
1522|30|||https://www.vitafoodsinsights.com/regulation/eu-regulatory-update-ashwagandha|VitafoodsInsight|965||2023-11-28T11:17:17|932|2023-11-28T11:17:17|932|0|2023-11-28|2023-11-28
1523|10|23.11.2023|3|https://www.food-safety.com/articles/9046-controlled-environment-agriculture-stakeholders-highlight-industrys-food-safety-needs||966|10|2023-11-28T11:26:26|932|2023-11-28T11:26:26|932|0|2023-11-28|2023-11-28
1524|20|||https://www.sciencedirect.com/science/article/pii/S0362028X23068746||966|100|2023-11-28T11:26:26|932|2023-11-28T11:26:26|932|0|2023-11-28|2023-11-28
1525|10|23.11.2023|7|https://www.sciencedirect.com/science/article/abs/pii/S030881462302681X||967|75|2023-11-28T11:40:12|932|2023-11-28T11:40:12|932|0|2023-11-28|2023-11-28
1526|10|29.11.2023|3|https://www.frontiersin.org/articles/10.3389/fmicb.2023.1213953/abstract||968|83|2023-11-30T08:28:55|932|2023-11-30T08:28:55|932|0|2023-11-30|2023-11-30
1527|10|29.11.2023|3|https://www.eurekalert.org/news-releases/1009511||969|19|2023-11-30T08:35:47|932|2023-11-30T08:35:47|932|0|2023-11-30|2023-11-30
1528|20|||https://journals.plos.org/sustainabilitytransformation/article?id=10.1371/journal.pstr.0000086||969|481|2023-11-30T08:35:47|932|2023-11-30T08:35:47|932|0|2023-11-30|2023-11-30
1529|10|28.11.2023|2|https://www.food-safety.com/articles/9060-summary-of-efsa-microbiological-risk-assessment-network-activities-during-2023||970|10|2023-11-30T15:09:51|932|2023-11-30T15:09:51|932|0|2023-11-30|2023-11-30
1530|20|||https://www.efsa.europa.eu/en/supporting/pub/en-8451||970|105|2023-11-30T15:09:51|932|2023-11-30T15:09:51|932|0|2023-11-30|2023-11-30
1531|10|29.11.2023|10|https://doi.org/10.1016/j.fm.2023.104432||971|202|2023-11-30T15:19:14|932|2023-11-30T15:19:14|932|0|2023-11-30|2023-11-30
1532|10|28.11.2023|12|https://doi.org/10.1016/j.jfp.2023.100200||972|100|2023-11-30T15:22:40|932|2023-11-30T15:22:40|932|0|2023-11-30|2023-11-30
1533|10|28.11.2023|15|https://doi.org/10.1016/j.foodcont.2023.110235||973|102|2023-11-30T15:26:29|932|2023-11-30T15:26:29|932|0|2023-11-30|2023-11-30
1534|10|28.11.2023|12|https://www.mdpi.com/2304-8158/12/23/4304||974|22|2023-11-30T15:30:42|932|2023-11-30T15:30:42|932|0|2023-11-30|2023-11-30
1535|10|28.11.2023|12|https://doi.org/10.3390/foods12234300||975|22|2023-11-30T15:48:14|932|2023-11-30T15:48:14|932|0|2023-11-30|2023-11-30
1536|10|03.12.2023|2|https://doi.org/10.1016/j.fm.2023.104443||976|202|2023-12-04T10:43:56|932|2023-12-04T10:43:56|932|0|2023-12-04|2023-12-04
1537|10|03.12.2023|12|https://doi.org/10.1016/j.jfp.2023.100202 Get rights and content Under a Creative Commons license||977|100|2023-12-04T10:49:46|932|2023-12-04T10:49:46|932|0|2023-12-04|2023-12-04
1538|10|01.12.2023|12|https://doi.org/10.1016/j.jfp.2023.100203||978|100|2023-12-04T11:36:56|932|2023-12-04T11:36:56|932|0|2023-12-04|2023-12-04
1539|10|30.11.2023|10|https://www.sciencedirect.com/science/article/pii/S0168160523004269||979|11|2023-12-04T11:50:24|932|2023-12-04T11:50:24|932|0|2023-12-04|2023-12-04
1540|10|30.11.2023|12|https://doi.org/10.3390/foods12234331||980|22|2023-12-04T11:55:10|932|2023-12-04T11:55:10|932|0|2023-12-04|2023-12-04
1541|10|01.12.2023|5|https://medicalxpress.com/news/2023-12-pre-mixed-alcohol-products-feature-nutrition.html||981|375|2023-12-05T08:33:34|932|2023-12-05T08:33:34|932|0|2023-12-05|2023-12-05
1542|20|||https://www.sciencedirect.com/science/article/pii/S1326020023052834||981|482|2023-12-05T08:33:34|932|2023-12-05T08:33:34|932|0|2023-12-05|2023-12-05
1543|10|05.12.2023|3|https://www.eurekalert.org/news-releases/1009823||982|19|2023-12-06T07:58:36|932|2023-12-06T07:58:36|932|0|2023-12-06|2023-12-06
1544|20|||https://doi.org/10.1371/journal.pmed.1004260||982|143|2023-12-06T07:58:36|932|2023-12-06T07:58:36|932|0|2023-12-06|2023-12-06
1545|10|01.12.2023|20|https://www.sciencedirect.com/science/article/pii/S2666776223001904?via%3Dihub||983|483|2023-12-06T08:44:12|932|2023-12-06T08:44:12|932|0|2023-12-06|2023-12-06
1546|10|05.12.2023|5|https://www.food-safety.com/articles/9081-food-safety-implications-of-3d-printed-foods-plant-based-products-novel-precision-fermentation||984|10|2023-12-06T09:03:36|932|2023-12-06T09:03:36|932|0|2023-12-06|2023-12-06
1547|20|||https://www.fao.org/3/cc8832en/cc8832en.pdf||984|106|2023-12-06T09:03:36|932|2023-12-06T09:03:36|932|0|2023-12-06|2023-12-06
1548|10|06.12.2023|1|https://www.food-safety.com/articles/9088-foodborne-salmonella-outbreak-points-to-drainage-systems-as-a-contamination-risk-factor||985|10|2023-12-07T07:38:38|932|2023-12-07T07:38:38|932|0|2023-12-07|2023-12-07
1549|20|||https://doi.org/10.1016/j.jfp.2023.100131||985|100|2023-12-07T07:38:38|932|2023-12-07T07:38:38|932|0|2023-12-07|2023-12-07
1550|10|06.12.2023|1|https://www.food-safety.com/articles/9087-study-shows-ability-of-mdr-e-coli-strain-to-outcompete-other-e-coli-strains-in-gut||986|10|2023-12-07T07:43:10|932|2023-12-07T07:43:10|932|0|2023-12-07|2023-12-07
1551|10|08.12.2023|1|https://doi.org/10.1016/j.ijfoodmicro.2023.110516||987|11|2023-12-11T06:49:55|932|2023-12-11T06:49:55|932|0|2023-12-11|2023-12-11
1552|10|11.12.2023|3|https://www.eurekalert.org/news-releases/1010850||988|19|2023-12-12T07:31:49|932|2023-12-12T07:31:49|932|0|2023-12-12|2023-12-12
1553|20|||https://onlinelibrary.wiley.com/doi/full/10.1002/jaa2.90||988|484|2023-12-12T07:31:49|932|2023-12-12T07:31:49|932|0|2023-12-12|2023-12-12
1554|30|||https://www.epa.gov/sites/default/files/2015-03/documents/facts_about_nutrient_pollution_what_is_hypoxia.pdf|US EPA|988||2023-12-12T07:31:50|932|2023-12-12T07:31:50|932|0|2023-12-12|2023-12-12
1555|10|12.12.2023|7|https://www.food-safety.com/articles/9103-food-safety-versus-the-green-transition||989|10|2023-12-13T08:03:35|932|2023-12-13T08:03:35|932|0|2023-12-13|2023-12-13
1556|10|16.12.2023|1|https://doi.org/10.3390/foods12244502||990|22|2023-12-18T07:04:34|932|2023-12-18T07:04:34|932|0|2023-12-18|2023-12-18
1557|10|15.12.2023|3|https://www.eurekalert.org/news-releases/1011288||991|19|2023-12-18T07:30:01|932|2023-12-18T07:30:01|932|0|2023-12-18|2023-12-18
1558|20|||https://doi.org/10.1371/journal.pgph.0000802||991|204|2023-12-18T07:30:01|932|2023-12-18T07:30:01|932|0|2023-12-18|2023-12-18
1559|10|14.12.2023|30|https://doi.org/10.1016/j.ijfoodmicro.2023.110524||992|11|2023-12-18T08:11:34|932|2023-12-18T08:11:34|932|0|2023-12-18|2023-12-18
1560|10|13.12.2023|2|https://www.eurekalert.org/news-releases/1011103||993|19|2023-12-18T08:54:58|932|2023-12-18T08:54:58|932|0|2023-12-18|2023-12-18
1561|20|||https://doi.org/10.1016/j.jneb.2023.10.003||993|485|2023-12-18T08:54:58|932|2023-12-18T08:54:58|932|0|2023-12-18|2023-12-18
1562|10|13.12.2023|12|https://www.frontiersin.org/articles/10.3389/fmicb.2023.1323346/abstract||994|83|2023-12-18T09:06:18|932|2023-12-18T09:06:18|932|0|2023-12-18|2023-12-18
1563|10|18.12.2023|1|https://www.frontiersin.org/articles/10.3389/fmicb.2023.1309032/abstract||995|83|2023-12-19T10:47:22|932|2023-12-19T10:47:22|932|0|2023-12-19|2023-12-19
1564|10|19.12.2023|2|https://www.foodsafetynews.com/2023/12/fdas-human-food-chief-does-not-think-spiked-lead-in-applesauce-was-an-accident/||996|18|2023-12-20T06:43:11|84|2023-12-20T06:43:11|84|0|2023-12-20|2023-12-20
1565|30|||https://www.foodsafetynews.com/2023/12/officials-in-ecuador-continue-investigation-into-lead-tainted-applesauce-shipped-to-u-s/|Officials in Ecuador continue an investigation into lead-tainted applesauce shipped to the U.S. Food Safety News (19.12.2023)|996||2023-12-20T06:46:10|84|2023-12-20T06:46:10|84|0|2023-12-20|2023-12-20
1566|10|19.12.2023|1|https://affidiajournal.com/en/irregularities-in-extra-virgin-olive-oil-german-investigation-reveals||997|55|2023-12-20T06:52:47|84|2023-12-20T06:52:47|84|0|2023-12-20|2023-12-20
1567|20|||https://www.ua-bw.de/pub/beitrag.asp?subid=1&Thema_ID=2&ID=3895⟨=DE&Pdf=No||997|365|2023-12-20T06:52:47|84|2023-12-20T06:52:47|84|0|2023-12-20|2023-12-20
1568|10|19.12.2023|10|https://www.frontiersin.org/articles/10.3389/fmicb.2023.1289549/abstract||998|83|2023-12-20T07:01:42|84|2023-12-20T07:01:42|84|0|2023-12-20|2023-12-20
1569|10|18.12.2023|10|https://nutritionj.biomedcentral.com/counter/pdf/10.1186/s12937-023-00906-0.pdf||999|486|2023-12-20T07:38:14|84|2023-12-20T07:38:14|84|0|2023-12-20|2023-12-20
1570|10|04.12.2023|3|https://www.theguardian.com/world/2023/dec/04/police-in-spain-and-italy-seize-5000-litres-of-adulterated-olive-oil-in-raids||1000|178|2023-12-21T07:26:33|932|2023-12-21T07:26:33|932|0|2023-12-21|2023-12-21
1571|20|||https://www.europol.europa.eu/media-press/newsroom/news/11-olive-oil-counterfeiters-arrested-following-operation-opson||1000|63|2023-12-21T07:26:33|932|2023-12-21T07:26:33|932|0|2023-12-21|2023-12-21
1572|10|21.12.2023|4|https://www.foodsafetynews.com/2023/12/olive-oil-dominates-recent-operations-in-portugal/||1001|18|2023-12-21T07:39:29|932|2023-12-21T07:39:29|932|0|2023-12-21|2023-12-21
1573|20|||https://www.oliveoiltimes.com/business/portugal-seizes-adulterated-olive-oil-raid/53645||1001|487|2023-12-21T07:39:29|932|2023-12-21T07:39:29|932|0|2023-12-21|2023-12-21
1574|30|||https://www.foodsafetynews.com/2023/12/more-than-200-children-affected-by-excessive-levels-of-lead-in-applesauce/|More than 200 children affected by excessive levels of lead in applesauce (20.12.2023)|996||2023-12-21T07:40:14|84|2023-12-21T07:40:14|84|0|2023-12-21|2023-12-21
1576|30|||https://edition.cnn.com/2023/12/18/health/cinnamon-applesauce-lead-levels/index.html|Cinnamon applesauce investigation finds lead levels more than 2,000 times higher than proposed standards|996||2023-12-22T14:00:24|84|2023-12-22T14:00:24|84|0|2023-12-22|2023-12-22
1577|20|||https://www.fda.gov/food/outbreaks-foodborne-illness/investigation-elevated-lead-levels-cinnamon-applesauce-pouches-november-2023||996|16|2023-12-22T14:02:43|84|2023-12-22T14:02:43|84|0|2023-12-22|2023-12-22
1578|10|29.12.2023|10|https://pubs.acs.org/doi/epdf/10.1021/acs.jafc.3c04712||1002|29|2024-01-03T07:29:36|84|2024-01-03T07:29:36|84|0|2024-01-03|2024-01-03
1579|10|27.12.2023|1|https://www.eurekalert.org/news-releases/1029774||1003|19|2024-01-03T07:58:31|84|2024-01-03T07:58:31|84|0|2024-01-03|2024-01-03
1580|20|||https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2813295?utm_source=For_The_Media&utm_medium=referral&utm_campaign=ftm_links&utm_term=122723||1003|322|2024-01-03T07:58:31|84|2024-01-08T09:13:36|932|1|2024-01-03|2024-01-08
1581|10|21.12.2023|37|https://www.sciencedirect.com/science/article/pii/S0168160523004713||1004|11|2024-01-03T08:13:31|84|2024-01-03T08:13:31|84|0|2024-01-03|2024-01-03
1582|10|02.02.2024|10|https://www.sciencedirect.com/science/article/abs/pii/S0168160523004634||1005|11|2024-01-03T08:40:00|84|2024-01-03T08:40:00|84|0|2024-01-03|2024-01-03
1583|10|23.12.2023|18|https://www.mdpi.com/2304-8158/13/1/65||1006|22|2024-01-03T08:52:09|84|2024-01-03T08:52:09|84|0|2024-01-03|2024-01-03
1584|10|22.12.2023|1|https://www.eurekalert.org/news-releases/1029843||1007|19|2024-01-03T09:07:51|84|2024-01-03T09:07:51|84|0|2024-01-03|2024-01-03
1585|20|||https://alz-journals.onlinelibrary.wiley.com/doi/10.1002/alz.13561||1007|488|2024-01-03T09:07:51|84|2024-01-03T09:07:51|84|0|2024-01-03|2024-01-03
1586|10|15.05.2024|10|https://www.sciencedirect.com/science/article/pii/S0308814623028649||1008|75|2024-01-03T09:19:22|84|2024-01-03T09:19:22|84|0|2024-01-03|2024-01-03
1587|10|22.12.2023|15|https://www.mdpi.com/2304-8158/13/1/52||1009|22|2024-01-03T09:37:33|84|2024-01-03T09:37:33|84|0|2024-01-03|2024-01-03
1588|10|15.12.2023|12|https://www.mdpi.com/2076-2607/11/12/2989||1010|125|2024-01-03T10:49:13|84|2024-01-03T10:49:13|84|0|2024-01-03|2024-01-03
1589|10|15.02.2024|10|https://www.sciencedirect.com/science/article/abs/pii/S0043135423014847||1011|87|2024-01-03T11:44:50|84|2024-01-03T11:44:50|84|0|2024-01-03|2024-01-03
1590|30|||https://link.springer.com/content/pdf/10.1007/s12560-023-09577-w.pdf|Rexin, D., Rachmadi, A.T. & Hewitt, J. Persistence of Infectious Human Norovirus in Estuarine Water. Food Environ Virol (2024). https://doi.org/10.1007/s12560-023-09577-w|358||2024-01-03T11:52:46|84|2024-01-03T11:52:46|84|0|2024-01-03|2024-01-03
1591|30|||https://www.foodsafetynews.com/2024/01/more-children-identified-in-outbreak-of-lead-poisoning-traced-to-applesauce-2/|update 03.01.2024 : More children identified in outbreak of lead poisoning traced to applesauce|996||2024-01-03T14:11:31|84|2024-01-03T14:11:31|84|0|2024-01-03|2024-01-03
1592|10|03.01.2023|2|https://www.eurekalert.org/news-releases/1030130||1012|19|2024-01-04T06:46:48|84|2024-01-04T06:46:48|84|0|2024-01-04|2024-01-04
1593|20|||https://www.nature.com/articles/s41598-023-49555-7||1012|323|2024-01-04T06:46:48|84|2024-01-04T06:46:48|84|0|2024-01-04|2024-01-04
1594|10|03.01.2024|10|https://www.frontiersin.org/articles/10.3389/fmicb.2024.1293577/abstract||1013|83|2024-01-04T07:02:49|84|2024-01-04T07:02:49|84|0|2024-01-04|2024-01-04
1595|30|||https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9481105/|Virulence|1013||2024-01-04T07:02:49|84|2024-01-12T13:19:44|932|1|2024-01-04|2024-01-12
1596|10|02.01.2024|10|https://link.springer.com/article/10.1007/s11356-023-31683-2||1014|429|2024-01-05T07:27:48|84|2024-01-05T07:27:48|84|0|2024-01-05|2024-01-05
1597|10|15.01.2024|9|https://www.sciencedirect.com/science/article/pii/S0147651323013957?via%3Dihub||1015|489|2024-01-05T07:58:50|84|2024-01-05T07:58:50|84|0|2024-01-05|2024-01-05
1598|10|06.01.2024|15|https://doi.org/10.3390/foods13020190 ||1016|22|2024-01-08T10:54:47|932|2024-01-08T10:54:47|932|0|2024-01-08|2024-01-08
1599|10|06.01.2024|1|https://www.foodsafetynews.com/2024/01/fda-finds-high-levels-of-chromium-in-applesauce-traced-to-lead-poisoning-outbreak/||1017|18|2024-01-08T11:01:52|932|2024-01-08T11:01:52|932|0|2024-01-08|2024-01-08
1600|10|05.01.2024|3|https://ajcn.nutrition.org/article/S0002-9165(24)00001-7/fulltext||1018|289|2024-01-08T11:23:24|932|2024-01-08T11:23:24|932|0|2024-01-08|2024-01-08
1601|10|05.01.2024|1|https://www.frontiersin.org/articles/10.3389/fmicb.2024.1351784/abstract||1019|83|2024-01-08T11:28:11|932|2024-01-08T11:28:11|932|0|2024-01-08|2024-01-08
1602|10|05.01.2024|6|https://www.food-safety.com/articles/9146-high-levels-of-toxic-plasticizers-phthalates-bisphenols-found-in-nearly-all-foods-in-us||1020|10|2024-01-08T11:36:06|932|2024-01-08T11:36:06|932|0|2024-01-08|2024-01-08
1603|20|||https://www.consumerreports.org/health/food-contaminants/the-plastic-chemicals-hiding-in-your-food-a7358224781/||1020|114|2024-01-08T11:36:06|932|2024-01-08T11:36:06|932|0|2024-01-08|2024-01-08
1604|10|08.01.2024|1|https://www.amr-insights.eu/characteristics-of-antimicrobial-resistance-in-escherichia-coli-isolated-from-retail-meat-products-in-north-carolina/||1021|490|2024-01-08T13:07:33|932|2024-01-08T13:07:33|932|0|2024-01-08|2024-01-08
1605|10|05.01.2023|5|https://studyfinds.org/heavy-metals-cancer-childrens-food/||1022|491|2024-01-08T13:39:58|932|2024-01-08T13:39:58|932|0|2024-01-08|2024-01-08
1606|20|||https://www.sra.org/2023/11/22/heavy-metals-in-our-food-are-most-dangerous-for-kids/||1022|492|2024-01-08T13:39:58|932|2024-01-08T13:39:58|932|0|2024-01-08|2024-01-08
1607|30|||https://illvid.dk/sundhed/alarmerende-hoeje-pfas-niveauer-fundet-i-blodet-hos-nordens-befolkninger|Illustreret Videnskab|628||2024-01-08T13:42:37|932|2024-01-08T13:42:37|932|0|2024-01-08|2024-01-08
1608|10|02.01.2024|2|https://medicalxpress.com/news/2024-01-veganuary-fat-cholesterol-vitamins-minerals.html||1023|375|2024-01-08T14:08:34|932|2024-01-08T14:08:34|932|0|2024-01-08|2024-01-08
1609|20|||https://doi.org/10.3390/nu15234967||1023|163|2024-01-08T14:08:34|932|2024-01-08T14:08:34|932|0|2024-01-08|2024-01-08
1610|10|08.01.2024|10|https://www.frontiersin.org/articles/10.3389/fmicb.2024.1307610/abstract||1024|83|2024-01-09T08:10:49|84|2024-01-09T08:10:49|84|0|2024-01-09|2024-01-09
1611|10|09.01.2024|10|https://www.sciencedirect.com/science/article/abs/pii/S0956713524000185||1025|102|2024-01-10T06:37:21|84|2024-01-10T06:37:21|84|0|2024-01-10|2024-01-10
1612|10|09.01.2024|10|https://ajcn.nutrition.org/article/S0002-9165(24)00003-0/fulltext||1026|289|2024-01-10T06:50:21|84|2024-01-10T06:50:21|84|0|2024-01-10|2024-01-10
1613|10|09.01.2024|10|https://link.springer.com/article/10.1007/s10311-023-01677-0||1027|493|2024-01-10T07:09:19|84|2024-01-10T07:09:19|84|0|2024-01-10|2024-01-10
1614|10|09.01.2024|10|https://pubmed.ncbi.nlm.nih.gov/38194192/||1028|448|2024-01-10T07:15:57|84|2024-01-10T07:15:57|84|0|2024-01-10|2024-01-10
1615|10|08.01.2024|1|https://www.cambridge.org/core/journals/proceedings-of-the-nutrition-society/article/impact-of-replacing-milk-with-plantbased-alternatives-on-iodine-intake-a-modelling-study/E619669D5CFD379726CC7427C9C1C88D||1029|494|2024-01-10T07:28:30|84|2024-01-10T07:28:30|84|0|2024-01-10|2024-01-10
1616|10|09.01.2024|3|https://www.food-safety.com/articles/9153-study-finds-little-difference-between-plastic-in-seafood-meat-and-plant-based-proteinsits-all-contaminated||1030|10|2024-01-10T07:30:11|932|2024-01-10T07:30:11|932|0|2024-01-10|2024-01-10
1617|20|||https://doi.org/10.1016/j.envpol.2023.123233||1030|205|2024-01-10T07:30:11|932|2024-01-10T07:30:11|932|0|2024-01-10|2024-01-10
1618|10|09.01.2024|3|https://www.food-safety.com/articles/9152-new-microscopic-detection-technique-reveals-more-plastic-in-bottled-water-than-previously-known||1031|10|2024-01-10T07:33:51|932|2024-01-10T07:33:51|932|0|2024-01-10|2024-01-10
1619|20|||https://doi.org/10.1073/pnas.2300582121||1031|161|2024-01-10T07:33:51|932|2024-01-10T07:33:51|932|0|2024-01-10|2024-01-10
1620|10|09.01.2024|4|https://www.food-safety.com/articles/9151-fda-publishes-first-core-annual-report-summarizing-foodborne-illness-outbreak-investigations||1032|10|2024-01-10T07:41:07|932|2024-01-10T07:41:07|932|0|2024-01-10|2024-01-10
1621|20|||https://www.fda.gov/media/175176/download?attachment||1032|16|2024-01-10T07:41:07|932|2024-01-10T07:41:07|932|0|2024-01-10|2024-01-10
1622|10|08.01.2024|10|https://pubmed.ncbi.nlm.nih.gov/38189352/||1033|107|2024-01-10T07:47:36|84|2024-01-10T07:47:36|84|0|2024-01-10|2024-01-10
1623|10|06.12.2023|1|https://innspub.net/assessment-of-heavy-metals-in-soil-vegetable-system-level-transfer-and-public-risk-analysis/||1034|495|2024-01-10T08:02:47|932|2024-01-10T08:02:47|932|0|2024-01-10|2024-01-10
1624|20|||https://www.innspub.net/wp-content/uploads/2024/01/IJB-V23-No6-p74-84.pdf||1034|496|2024-01-10T08:02:47|932|2024-01-10T08:02:47|932|0|2024-01-10|2024-01-10
1625|10|10.01.2024|2|https://www.eurekalert.org/news-releases/1030296||1035|19|2024-01-11T06:57:04|932|2024-01-11T06:57:04|932|0|2024-01-11|2024-01-11
1626|20|||https://doi.org/10.1289/EHP13233||1035|109|2024-01-11T06:57:04|932|2024-01-11T06:57:04|932|0|2024-01-11|2024-01-11
1627|10|10.01.2024|1|https://www.newfoodmagazine.com/news/197279/one-in-five-adults-confuse-plant-based-with-real-animal-products/||1036|133|2024-01-11T07:19:28|84|2024-01-11T07:19:28|84|0|2024-01-11|2024-01-11
1628|20|||https://www.brownejacobson.com/about/news-media/plant-based-products-confused-with-real-animal-products||1036|497|2024-01-11T07:19:28|84|2024-01-11T07:19:28|84|0|2024-01-11|2024-01-11
1629|30|||https://www.europarl.europa.eu/cmsdata/279096/ITEM%2015_3%20Rafael%20Pinto%20Presentation%20PECH%20hearing.pdf|Consumers ' choice of plantbased alternatives|1036||2024-01-11T07:19:28|84|2024-01-11T07:19:28|84|0|2024-01-11|2024-01-11
1630|10|10.01.2024|10|https://pubmed.ncbi.nlm.nih.gov/38197854/||1037|25|2024-01-11T07:47:27|84|2024-01-11T07:47:27|84|0|2024-01-11|2024-01-11
1631|10|10.01.2024|10|https://pubmed.ncbi.nlm.nih.gov/38197912/||1038|448|2024-01-11T07:56:31|84|2024-01-11T07:56:31|84|0|2024-01-11|2024-01-11
1632|10|08.01.2024|3|https://promedmail.org/||1039|169|2024-01-11T08:26:22|84|2024-01-11T08:26:22|84|0|2024-01-11|2024-01-11
