Code,NAME DE,NAME FR,NAME IT,NAME EN,Steckbrief
368-61,DDT (Summe aller Isomere und DDE + TDE),DDT (somme de tous les isomères et du DDE + TDE),DDT (somma di tutti gli isomeri e di DDE + TDE),DDT (Sum of all Isomere and DDE + TDE),PSM
36-87,Anilazin,Anilazine,Anilazina,Anilazine,PSM
373-46,DNOC,DNOC,DNOC,DNOC,PSM
376-37,Dazomet,Dazomet,Dazomet,Dazomet,PSM
380-25,Deltamethrin,Deltaméthrine,Deltametrina,Deltamethrin,PSM
393-83,Desmedipham,Desmédiphame,Desmedifam,Desmedipham,PSM
3944-03,"Didecyldimethyl-ammoniumchlorid (Gemisch aus quartären Ammoniumsalzen mit Alkylkettenlängen von C8, C10 und C12)","Chlorure de didécyldiméthylammonium (mélange de sels d'alkylammonium quaternaires présentant des chaînes alkyles de longueur C8, C10 et C12)","Cloruro di didecildimetilammonio (miscela di sali di alchilammonio quaternario con catene alchiliche aventi una lunghezza di C8, C10 e C12)",Didecyldimethylammonium chloride,PSM
395-77,Diallat,Diallate,Diallato,Diallate,PSM
400-62,Diazinon,Diazinon,Diazinone,Diazinon,PSM
416-14,Dicamba,Dicamba,Dicamba,Dicamba,PSM
418-08,Dichlobenil,Dichlobenil,Diclobenil,Dichlobenil,PSM
427-78,Dichlorvos,Dichlorvos,Diclorvos,Dichlorvos,PSM
430-69,Dicloran,Dicloran,Dicloran,Dicloran,PSM
432-63,Dicofol,Dicofol,Dicofol,Dicofol,PSM
438-45,"Dieldrin (Summe Aldrin/Dieldrin, als Dieldrin berechnet)","Dieldrine (somme aldrine/dieldrine, calculée en dieldrine)","Dieldrin (somma aldrin/dieldrin, calcolata come dieldrin)","Dieldrin (sum Aldrin/Dieldrin, calculated as Dieldrin)",PSM
441-36,Diethofencarb,Diétofencarb,Dietofencarb,Diethofencarb,PSM
443-30,Difenoconazol,Difénoconazole,Difenoconazolo,Difenoconazole,PSM
446-21,Diflubenzuron,Diflubenzuron,Diflubenzuron,Diflubenzuron,PSM
447-18,Diflufenican,Diflufenican,Diflufenican,Diflufenican,PSM
450-09,Dimethachlor,Diméthachlore,Dimetaclor,Dimethachlor,PSM
451-06,Dimethenamid,Dimethenamide,Dimetenamid,Dimethenamid,PSM
458-82,Diniconazol,Diniconazole,Diniconazolo,Diniconazole,PSM
462-70,Dinocap,Dinocap,Dinocap,Dinocap,PSM
465-61,Dinoseb,Dinosèbe,Dinoseb,Dinoseb,PSM
466-58,Dinoterb,Dinoterb,Dinoterb,Dinoterb,PSM
469-49,Dioxathion,Dioxathion,Dioxation,Dioxathion,PSM
472-40,Diphenylamin,Diphenylamine,Difenilammina,Diphenylamine,PSM
477-25,Diquat,Diquat,Diquat,Diquat,PSM
481-13,Disulfoton,Disulfoton,Disulfoton,Disulfoton,PSM
483-07,Dithianon,Dithianon,Ditianon,Dithianon,PSM
484-04,Diuron,Diuron,Diuron,Diuron,PSM
486-95,"Dodecadienol, (E,E)-8,10-","Dodécadiènol, (E,E)-8,10-","Dodecadienolo, (E,E)-8,10-","Dodecadienol, (E,E)-8,10-",PSM
488-89,"Dodecenylacetat, Z-9-","Dodécénylacétate, Z-9-","Dodecenilacetato, Z-9-","Dodecenylacetate, Z-9-",PSM
490-83,EPTC (Eptam),EPTC (Eptam),EPTC (Eptam),EPTC,PSM
499-56,Endrin,Endrine,Endrin,Endrin,PSM
501-50,Ethalfluralin,Éthalfluraline,Etalfluralina,Ethalfluralin,PSM
503-44,Ethephon,Ethephon,Etefon,Ethephon,PSM
508-29,Ethion,Ethion,Etion,Ethion,PSM
509-26,Ethirimol,Ethyrimol,Etirimol,Ethirimol,PSM
511-20,Ethoprophos,Éthoprophos,Etoprofos,Ethoprophos,PSM
512-17,Ethoxyquin,Éthoxyquine,Etossichina,Ethoxyquin,PSM
514-11,"1,1-Dichlor-2,2-bis(4-ethylphenyl)ethan (Ethylan, Perthan)","1,1-Dichloro-2,2-bis(4-éthylphényl)éthane (éthylane, perthane)","1,1-Dicloro-2,2-bis(4-etilfenil)etano (etilan, pertano)","1,1-Dichloro-2,2-bis(4-ethyl-phenyl-)ethane (ethylan, perthane)",PSM
518-96,Etridiazol,Etridiazole,Etridiazolo,Etridiazole,PSM
527-69,Fenarimol,Fenarimol,Fenarimol,Fenarimol,PSM
529-63,Fenbutatinoxid,Fenbutatin oxyde,Fenbutatin ossido,Fenbutatin oxide,PSM
534-48,Fenitrothion,Fenitrothion,Fenitrotion,Fenitrothion,PSM
538-36,Fenoxaprop-ethyl,Fenoxaprop-ethyl,Fenoxaprop-etile,Fenoxaprop-ethyl,PSM
539-33,Fenoxycarb,Fenoxycarb,Fenoxicarb,Fenoxycarb,PSM
541-27,Fenpropathrin,Fenpropathrine,Fenpropatrin,Fenpropathrin,PSM
542-24,Fenpropimorph,Fenpropimorphe,Fenpropimorf,Fenpropimorph,PSM
543-21,Fenpyroximate,Fenpyroximate,Fenpiroximate,Fenpyroximate,PSM
555-82,Fenvalerat,Fenvalérate,Fenvalerate,Fenvalerate,PSM
560-67,Flucythrinat,Flucythrinate,Flucitrinate,Flucythrinate,PSM
561-64,Flufenoxuron,Flufenoxuron,Flufenoxuron,Flufenoxuron,PSM
563-58,Fluometuron,Fluometuron,Fluometuron,Fluometuron,PSM
5-83,Acephat,Acephate,Acefato,Acephate,PSM
5925-74,Carfentrazon-ethyl,Carfentrazone-éthyle,Carfentrazone etile,Carfentrazone-ethyl,PSM
592-68,Flurochloridon,Flurochloridone,Flurocloridone,Flurochloridone,PSM
5930-59,Azoxystrobin,Azoxystrobine,Azossistrobina,Azoxystrobin,PSM
5959-69,Flupyrsulfuron-methyl,Flupyrsulfuron-méthyl,Flupirsulfuron metile,Flupyrsulfuron-methyl,PSM
5964-54,Famoxadon,Famoxadone,Famoxadone,Famoxadone,PSM
597-53,Flusilazol,Flusilazole,Flusilazol,Flusilazole,PSM
5976-18,Quinoxyfen,Quinoxyfen,Quinoxifen,Quinoxyfen,PSM
598-50,Flutriafol,Flutriafol,Flutriafol,Flutriafol,PSM
599-47,Fluvalinat,Fluvalinate,Fluvalinato,Fluvalinate,PSM
600-44,Folpet,Folpet,Folpet,Folpet,PSM
6023-71,Acequinocyl,Acéquinocyl,Acechinocil,Acequinocyl,PSM
6024-68,Tepraloxydim,Tepraloxydim,Tepraloxidim,Tepraloxydim,PSM
6028-56,"Benzyladenin, 6-","Benzyladénine, 6-","Benziladenina, 6-","Benzyladenine, 6-",PSM
6036-32,Cyclanilid,Cyclanilide,Ciclanilide,Cyclanilide,PSM
6037-29,Spiroxamin,Spiroxamine,Spiroxamina,Spiroxamine,PSM
6042-14,Ethoxysulfuron,Éthoxysulfuron,Etossisulfuron,Ethoxysulfuron,PSM
6043-11,Etoxazol,Étoxazole,Etossazolo,Etoxazole,PSM
604-32,Formothion,Formothion,Formotion,Formothion,PSM
6046-02,Fenhexamid,Fenhexamide,Fenexamid,Fenhexamid,PSM
6047-96,Phosphonsäure,Acide phosphonique,Acido fosfonico,Phosphonic acid,PSM
6049-90,Florasulam,Florasulam,Florasulam,Florasulam,PSM
6051-84,Trifloxystrobin,Trifloxystrobine,Trifloxystrobin,Trifloxystrobin,PSM
606-26,Fuberidazol,Fuberidazole,Fuberidazolo,Fuberidazole,PSM
6064-45,Methoxyfenozid,Methoxyfenozide,Metossifenozide,Methoxyfenozide,PSM
6067-36,Spinosad,Spinosad,Spinosad,Spinosad,PSM
6068-33,Thiacloprid,Thiacloprid,Tiacloprid,Thiacloprid,PSM
608-20,Furathiocarb,Furathiocarb,Furatiocarb,Furathiocarb,PSM
611-11,Gibberellinsäure,Acide gibbérellique,Acido gibberellico,Gibberellic acid,PSM
6117-80,Beflubutamid,Beflubutamid,Beflubutamid,Beflubutamid,PSM
6119-74,Clothianidin,Clothianidin,Clotianidina,Clothianidin,PSM
6121-68,Fenamidon,Fenamidone,Fenamidona,Fenamidone,PSM
6122-65,Iprovalicarb,Iprovalicarbe,Iprovalicarb,Iprovalicarb,PSM
6123-62,Mesotrion,Mésotrione,Mesotrione,Mesotrione,PSM
613-05,Glyphosat,Glyphosate,Glifosate,Glyphosate,PSM
6132-35,"Glufosinat (Summe aus Glufosinat, seinen Salzen, MPP und NAG, ausgedrückt als Glufosinatäquivalente)","Glufosinate (somme du glufosinate, de ses sels, MPP et NAG, exprimée en équivalents du glufosinate)","Glufosinato (somma di glufosinato, dei suoi sali, MPP e NAG, espressa in equivalenti di glufosinato)","Glufosinate (sum of glufosinate, its salts, MPP and NAG expressed as glufosinate equivalents)",PSM
614-02,Guazatine,Guazatine,Guazatina,Guazatine,PSM
615-96,"HCH, alpha-","HCH, alpha-","HCH, alfa-","HCH, alpha-",PSM
616-93,"HCH, beta-","HCH, beta-","HCH, beta-","HCH, beta-",PSM
6176-00,Zoxamid,Zoxamide,Zoxamide,Zoxamide,PSM
619-84,"HCH (nur gamma-Isomer, Lindan)","HCH (isomère gamma-HCH, Lindane)","HCH (isomero gamma, Lindano)","HCH (gamma-isomer, Lindane)",PSM
62-09,Anthrachinon,Anthraquinone,Antrachinone,Anthraquinone,PSM
6214-80,Dinotefuran,Dinotéfurane,Dinotefuran,Dinotefuran,PSM
6222-56,Foramsulfuron,Foramsulfuron,Foramsulfuron,Foramsulfuron,PSM
6226-44,Penoxsulam,Penoxsulame,Penoxsulam,Penoxsulam,PSM
6227-41,Pethoxamid,Pethoxamide,Petoxamide,Pethoxamid,PSM
6228-38,Picolinafen,Picolinafène,Picolinafen,Picolinafen,PSM
6229-35,Picoxystrobin,Picoxystrobine,Picoxystrobin,Picoxystrobin,PSM
6235-17,Silthiofam,Silthiofam,Siltiofam,Silthiofam,PSM
6239-05,Tritosulfuron,Tritosulfuron,Tritosulfuron,Tritosulfuron,PSM
6251-66,Pyraclostrobin,Pyraclostrobine,Pyraclostrobine,Pyraclostrobin,PSM
6253-60,Cyazofamid,Cyazofamid,Cyazofamid,Cyazofamid,PSM
6254-57,Profoxydim,Profoxydim,Profoxidim,Profoxydim,PSM
6256-51,Spirodiclofen,Spirodiclofen,Spirodiclofen,Spirodiclofen,PSM
6260-39,Dimoxystrobin,Dimoxystrobine,Dimossistrobina,Dimoxystrobin,PSM
6261-36,Flonicamid,Flonicamid,Flonicamid,Flonicamid,PSM
626-63,Heptachlor/Heptachlorepoxid,Heptachlore/Heptachlore époxyde,Eptacloro/Eptacloro epossido,Heptachlor/Heptachlorepoxide,PSM
6276-88,Metrafenon,Metrafenone,Metrafenone,Metrafenone,PSM
6277-85,Boscalid,Boscalid,Boscalid,Boscalid,PSM
6291-43,Sulfanilamid,Sulfanilamide,Sulfanilamide,Sulfanilamide,PSM
6299-19,Fluoxastrobin,Fluoxastrobine,Fluoxastrobin,Fluoxastrobin,PSM
6301-13,Proquinazid,Proquinazid,Proquinazid,Proquinazid,PSM
6302-10,Prothioconazol,Prothioconazole,Protioconazolo,Prothioconazole,PSM
6303-07,Spiromesifen,Spiromesifen,Spiromesifen,Spiromesifen,PSM
631-48,Hexachlorbenzol,Hexachlorobenzène,Esaclorobenzene,Hexachlorobenzene,PSM
637-30,Hexythiazox,Hexythiazox,Essitiazox,Hexythiazox,PSM
64-03,Aramite,Aramite,Aramite,Aramite,PSM
6420-44,Oxadiargyl,Oxadiargyl,Oxadiargil,Oxadiargyl,PSM
642-15,Imazalil,Imazalil,Imazalil,Imazalil,PSM
657-67,Iprodion,Iprodione,Iprodione,Iprodione,PSM
6601-83,Mesosulfuron-methyl,Mésosulfuron-méthyl,Mesosulfuron-metile,Mesosulfuron-methyl,PSM
6621-23,Aminopyralid,Aminopyralide,Aminopiralid,Aminopyralid,PSM
670-28,Isoproturon,Isoproturon,Isoproturon,Isoproturon,PSM
675-13,Lenacil,Lénacile,Lenacil,Lenacil,PSM
682-89,Linuron,Linuron,Linuron,Linuron,PSM
692-59,MCPB,MCPB,MCPB,MCPB,PSM
696-47,Mancozeb,Mancozèbe,Mancozeb,Mancozeb,PSM
697-44,Maneb,Manèbe,Maneb,Maneb,PSM
698-41,Mecarbam,Mecarbame,Mecarbam,Mecarbam,PSM
702-29,Mecoprop,Mécoprop,Mecoprop,Mecoprop,PSM
705-20,Mepronil,Mepronil,Mepronil,Mepronil,PSM
707-14,Metalaxyl (Summe aller Isomere),Metalaxyl (somme de tous les isomères),Metalaxil (somma di tutti gli isomeri),Metalaxyl (sum of all isomers),PSM
708-11,Metamitron,Métamitrone,Metamitron,Metamitron,PSM
709-08,Metazachlor,Métazachlore,Metazaclor,Metazachlor,PSM
711-02,Methabenzthiazuron,Methabenzthiazuron,Metabenztiazuron,Methabenzthiazuron,PSM
712-96,Methacrifos,Méthacrifos,Metacrifos,Methacrifos,PSM
713-93,Methamidophos,Methamidophos,Metamidofos,Methamidophos,PSM
717-81,Methidathion,Methidathion,Metidation,Methidathion,PSM
729-45,Methoxychlor,Méthoxychlore,Metossicloro,Methoxychlor,PSM
731-39,Metiram,Métirame zinc,Metiram,Metiram,PSM
733-33,Metolachlor,Métolachlore,Metolaclor,Metolachlor,PSM
736-24,Metribuzin,Métribuzine,Metribuzin,Metribuzin,PSM
738-18,Metsulfuron-methyl,Metsulfuron-méthyl,Metsulfuron-metile,Metsulfuron-methyl,PSM
743550-60,"Summe aus Captan und THPI, ausgedrückt als Captan","Somme du captane et du THPI, exprimée en captane",Somma di captano e tetraidroftalimmide (THPI) espressa come captano,"Captan (Sum of captan and THPI, expressed as captan)",PSM
743551-57,Carbetamid (Summe aus Carbetamid und seinem S-Isomer) ,Carbétamide (somme de la carbétamide et de son isomère S) ,Carbetamide (somma di carbetamide e del relativo isomero S) ,Carbetamide (sum of carbetamide and its S-isomer),PSM
743553-51,"Chloridazon (R) (Summe aus Chloridazon und Chloridazon-desphenyl, ausgedrückt als Chloridazon)","Chloridazone (R) (somme du chloridazone et du desphényl-chloridazone, exprimée en chloridazone)",Cloridazon (R) (somma di cloridazon e desphenyl chloridazon espressa come cloridazon),Chloridazone (R) (sum of chloridazone and chloridazone-desphenyl expressed as chloridazone),PSM
743554-48,"Chlormequat (Summe aus Chlormequat und seinen Salzen, ausgedrückt als Chlormequatchlorid)","Chlorméquat (somme du chlorméquat et de ses sels, exprimée en chlorure de chlorméquat)","Clormequat (somma di propamocarb e dei relativi sali, espressa come cloruro di clormequat)",Chlormequat (sum of chlormequat and its salts expressed as chlormequat chloride),PSM
743564-18,"Fenamiphos (Summe aus Fenamiphos und seinem Sulfoxid und Sulfon, ausgedrückt als Fenamiphos) ","Fénamiphos (somme du fénamiphos, de son sulfoxide et de sa sulfone, exprimée en fénamiphos) ","Fenamifos (somma di fenamifos e dei relativi solfossido e solfone, espressa come fenamifos) ",Fenamiphos (sum of fenamiphos and its sulfoxide and sulfone expressed as fenamiphos),PSM
74-70,Asulam,Asulam,Asulam,Asulam,PSM
747-88,Molinat,Molinate,Molinate,Molinate,PSM
748-85,Monocrotophos,Monocrotophos,Monocrotofos,Monocrotophos,PSM
749-82,Monolinuron,Monolinuron,Monolinuron,Monolinuron,PSM
752-73,Monuron,Monuron,Monuron,Monuron,PSM
756-61,Myclobutanil,Myclobutanil,Miclobutanil,Myclobutanil,PSM
759-52,"Naphthylacetamid, 1-","Naphthylacétamide, 1-","Naftilacetammide, 1-","Naphthylacetamide, 1-",PSM
78-58,Atrazin,Atrazine,Atrazina,Atrazine,PSM
790-56,"Naphthylessigsäure, 1-","Acide naphthylacétique, 1-","Acido naftilacetico, 1-","Naphthylacetic acid, 1-",PSM
791-53,Napropamid,Napropamide,Napropamide,Napropamide,PSM
793-47,Nikotin,Nicotine,Nicotina,Nicotine,PSM
799-29,Nitrofen,Nitrofène,Nitrofen,Nitrofen,PSM
80-52,Azinphos-ethyl,Azinphos-éthyl,Azinfos etile,Azinphos-ethyl,PSM
818-69,Oryzalin,Oryzalin,Orizalin,Oryzalin,PSM
819-66,Oxadiazon,Oxadiazon,Oxadiazon,Oxadiazon,PSM
820-63,Oxadixyl,Oxadixyl,Oxadixil,Oxadixyl,PSM
821-60,Oxamyl,Oxamyl,Ossamil,Oxamyl,PSM
823-54,Oxycarboxin,Oxycarboxine,Ossicarbossina,Oxycarboxin,PSM
82-46,Azinphos-methyl,Azinphos-méthyl,Azinfos metile,Azinphos-methyl,PSM
826-45,Oxyfluorfen,Oxyfluorfène,Oxifluorfen,Oxyfluorfen,PSM
828-39,Paclobutrazol,Paclobutrazol,Paclobutrazolo,Paclobutrazol,PSM
832-27,Paraquat,Paraquat,Paraquat,Paraquat,PSM
835-18,Parathion,Parathion,Paration,Parathion,PSM
837-12,Penconazol,Penconazole,Penconazolo,Penconazole,PSM
839-06,Pencycuron,Pencycuron,Pencicuron,Pencycuron,PSM
840-03,Pendimethalin,Pendiméthaline,Pendimetalin,Pendimethalin,PSM
8465-20,Emamectinbenzoat,Emamectine benzoate,Emamectina benzoato,Emamectin benzoate,PSM
861-37,Phenmedipham,Phenmédiphame,Fenmedifam,Phenmedipham,PSM
86-34,Barban,Barbane,Barbano,Barban,PSM
8723-22,Pinoxaden,Pinoxaden,Pinoxaden,Pinoxaden,PSM
89-25,Benalaxyl,Bénalaxyl,Benalaxil,Benalaxyl,PSM
9022-95,Topramezon,Topramezone,Topramezone,Topramezone,PSM
9062-72,"Cyclopropen, 1-Methyl-","Cyclopropène, 1-Méthyl-","Ciclopropene, 1-Metil-","Cyclopropene, 1-Methyl-",PSM
906-96,Phenothrin,Phénothrine,Fenotrina,Phenothrin,PSM
908-90,Phenthoat,Phenthoate,Fentoato,Phenthoate,PSM
913-75,o-Phenylphenol,o-Phénylphénol,o-Fenilfenolo,"Phenylphenol, 2-",PSM
920-54,Phosalon,Phosalone,Fosalone,Phosalone,PSM
9222-77,Penthiopyrad,Penthiopyrade,Penthiopyrad,Penthiopyrad,PSM
9223-74,Fluopicolid,Fluopicolide,Fluopicolide,Fluopicolide,PSM
9224-71,Flufenzin,Flufenzine,Flufenzin,Flufenzin,PSM
924-42,Phosphamidon,Phosphamidon,Fosfamidone,Phosphamidon,PSM
93-13,Benfluralin,Benfluraline,Benfluralin,Benfluralin,PSM
934-12,Phoxim,Phoxim,Foxim,Phoxim,PSM
95-07,Benomyl,Bénomyl,Benomil,Benomyl,PSM
971-95,Piperonylbutoxid,Pipéronyl butoxyde,Piperonilbutossido,Piperonyl butoxide,PSM
978-74,Pirimiphos-methyl,Pyrimiphos-méthyl,Pirimifos-metile,Pirimiphos-methyl,PSM
9804-77,Flubendiamid,Flubendiamide,Flubendiamide,Flubendiamide,PSM
9806-71,Mandipropamid,Mandipropamid,Mandipropamide,Mandipropamid,PSM
983-59,Prochloraz,Prochloraz,Procloraz,Prochloraz,PSM
984-56,Propiconazol,Propiconazole,Propiconazolo,Propiconazole,PSM
986-50,Procymidon,Procymidone,Procimidone,Procymidone,PSM
987-47,Profenofos,Profenofos,Profenofos,Profenofos,PSM
993-29,Propachlor,Propachlore,Propaclor,Propachlor,PSM
997-17,Propanil,Propanil,Propanil,Propanil,PSM
998-14,Propaquizafop,Propaquizafop,Propaquizafop,Propaquizafop,PSM
999-11,Propargit,Propargite,Propargite,Propargite,PSM
23297-47,Geruch,Odeur,Odore,Odour,Wasser
11567-26,Färbung ,Coloration,Colorazione,Colouration,Wasser
23299-41,Geschmack,Saveur,Sapore,Taste,Wasser
